	tSNE1	tSNE2
k141_26844	-29.449549	4.277625
k141_31680	38.19812	14.358645
k141_7033	4.8076997	-38.18989
k141_18743	-43.810375	24.420818
k141_11306	-25.434515	19.36961
k141_11307	2.0646605	19.194057
k141_31688	-15.156911	-6.1952977
k141_26845	-39.018387	19.532352
k141_7042	23.460703	-7.3613787
k141_31690	6.2514834	28.117334
k141_3257	40.11647	16.092144
k141_11315	4.313625	21.711498
k141_11316	26.337238	-9.876397
k141_31693	-11.462396	1.6198982
k141_22356	54.046772	7.6474934
k141_11317	12.905424	-35.388035
k141_26850	44.280617	30.91022
k141_26851	4.9279976	-13.372131
k141_31699	-22.692987	-7.3931327
k141_26854	-11.130953	60.857162
k141_11318	21.649553	-4.6918926
k141_7044	-20.218843	65.260056
k141_18746	39.527733	14.438359
k141_26856	29.489923	23.28975
k141_22365	24.094435	13.8105
k141_3259	-17.967533	59.620026
k141_11326	-24.261265	3.3452399
k141_18751	-31.095995	13.568178
k141_11328	-4.1773148	-35.781776
k141_3262	9.566391	-15.021631
k141_26866	27.230976	10.582614
k141_22373	4.8894687	-17.58909
k141_31702	55.560978	5.475136
k141_3263	1.7273661	49.013687
k141_11330	-37.87223	24.235687
k141_26868	9.37071	16.709435
k141_31703	18.90224	13.949381
k141_11331	3.4015508	-17.960958
k141_22375	4.475795	-28.176115
k141_18758	1.6372045	-14.995926
k141_11334	9.157102	-8.481349
k141_3265	55.571186	7.518151
k141_26870	2.8412883	-11.360941
k141_31706	1.0292296	-5.409473
k141_22376	-22.498709	-51.45798
k141_31707	-27.297535	-64.47909
k141_11336	-51.031593	-36.572308
k141_7051	-11.791215	51.380478
k141_11338	34.10694	46.97461
k141_31708	-42.186756	-40.079628
k141_7052	-18.519268	17.831034
k141_26873	-34.73818	16.542635
k141_7053	-49.84969	14.274159
k141_11340	-11.935109	-45.23435
k141_26874	-1.681674	-26.072397
k141_31711	22.961185	-10.945947
k141_7054	0.2425905	-42.814503
k141_22389	9.996496	-41.070568
k141_18767	-46.11116	18.7353
k141_7055	-45.568165	31.982855
k141_18768	35.682854	-52.97126
k141_11347	33.999702	48.408825
k141_22391	-28.48603	-63.161144
k141_3280	1.5782961	48.704437
k141_3281	-5.6476607	-44.49128
k141_26882	-27.338224	32.64578
k141_11351	33.48704	46.454994
k141_18772	-7.436263	6.7493033
k141_11352	16.352287	5.5712743
k141_26885	-2.6470838	-32.529602
k141_18773	8.751791	-22.643091
k141_31712	35.88103	14.767841
k141_31713	-19.044754	-14.419641
k141_18774	36.12188	48.81526
k141_7057	-48.92955	-38.356365
k141_31714	2.9976096	23.681532
k141_18775	34.268852	-47.6586
k141_7059	11.251842	31.097513
k141_18776	-11.410647	-55.82334
k141_11354	-48.186348	22.039566
k141_11355	-11.500613	-38.714066
k141_31715	-46.38759	6.6110344
k141_7060	3.541044	-45.255207
k141_18778	28.57403	27.806856
k141_26899	-24.956364	-63.336357
k141_22392	-20.239803	64.68719
k141_31716	18.96911	22.805176
k141_3290	-11.5133705	51.530277
k141_22393	13.319951	-49.120132
k141_7063	9.998892	-29.766832
k141_26902	13.549157	17.615023
k141_18780	-7.6816483	-2.150892
k141_26903	-1.9869068	62.72216
k141_7067	-4.216198	-39.319374
k141_31724	14.429976	-22.502966
k141_18784	-38.97999	17.991735
k141_3294	15.096682	-19.064983
k141_18785	-41.652058	35.714798
k141_7072	-11.979021	-54.698803
k141_31725	28.586779	-51.81322
k141_22397	-18.42196	58.694485
k141_26907	48.66672	41.67438
k141_3298	-30.375149	27.178186
k141_3299	-13.303461	-10.660807
k141_31726	-49.525284	25.646284
k141_18786	5.4201727	18.528738
k141_26912	28.212055	31.474693
k141_26913	20.632696	32.32067
k141_31734	17.076248	-49.451
k141_11379	39.731464	13.543072
k141_3308	-0.048190165	8.40635
k141_26916	26.256819	9.536931
k141_22406	-45.295002	16.29886
k141_18792	3.9766603	11.784317
k141_7083	35.40113	4.28752
k141_31736	-23.677452	-3.583065
k141_31737	28.21208	-13.240728
k141_18794	-29.588797	7.7579207
k141_22407	-38.928596	29.021288
k141_7085	-7.817564	-19.95267
k141_26921	25.346207	-17.480396
k141_3315	-1.9255477	60.971264
k141_18795	30.684977	40.81831
k141_31742	-1.8182973	18.459911
k141_18796	-18.765028	10.592012
k141_7087	-32.741314	19.62861
k141_31744	3.133964	-33.420555
k141_11391	34.90786	2.063928
k141_7088	16.032175	-50.59076
k141_3316	19.135353	-6.053731
k141_11392	-22.596642	2.8489811
k141_7089	17.846037	-55.29793
k141_22416	1.0423127	-19.984404
k141_18800	-5.4355993	-46.59114
k141_3317	13.229837	-25.70209
k141_11394	-32.00995	35.16669
k141_18802	-26.899017	11.703409
k141_7094	-37.838554	5.636073
k141_11395	-21.020975	-16.227404
k141_31745	-14.182543	12.519688
k141_7095	27.151394	21.852634
k141_3318	-50.930523	-29.313225
k141_31747	-53.60679	-28.081459
k141_11396	-42.434883	16.312477
k141_7096	-43.00832	10.097727
k141_22417	-42.42451	23.585886
k141_18804	1.7828617	-41.775505
k141_31750	-30.281551	32.49266
k141_22419	4.8879323	-29.841482
k141_7097	-22.866104	30.633757
k141_31751	-28.533154	15.012349
k141_11404	0.124200575	9.829486
k141_18806	-8.968227	49.47432
k141_3329	11.832056	15.074275
k141_31753	31.552504	46.723324
k141_11405	-19.21258	66.852196
k141_11406	-0.9155638	-49.51359
k141_26925	38.35861	12.9606695
k141_3330	-12.101946	53.352043
k141_31756	-14.526807	65.687386
k141_18812	18.865505	-21.124247
k141_11408	-13.624803	-40.806152
k141_7106	-44.352604	-39.62279
k141_3331	-16.505888	-50.520084
k141_7107	-13.642395	56.224754
k141_3332	26.11816	49.79902
k141_31758	32.44093	16.168573
k141_26929	35.28401	1.7853823
k141_26930	-8.591774	-44.430717
k141_31761	-12.4553795	63.11198
k141_7108	33.025036	16.393097
k141_18814	12.515026	-8.455976
k141_3340	-46.13121	20.156069
k141_11420	19.325397	13.982416
k141_3341	9.080359	-7.7022676
k141_18816	-12.601312	71.436714
k141_26934	-49.890266	-42.030235
k141_3344	4.4495707	9.286748
k141_31763	-49.30083	-38.313984
k141_18817	-39.028774	18.031776
k141_11427	25.85812	31.16422
k141_26935	28.703218	-1.719935
k141_18819	0.18086006	-25.010147
k141_31769	31.643742	-53.920727
k141_26939	11.595183	-12.726326
k141_3348	14.48765	-17.790873
k141_31771	-11.139981	-39.14514
k141_18822	-7.8108516	-23.273329
k141_31772	-0.10984335	-11.977778
k141_11438	21.414577	28.725037
k141_18823	15.400412	8.182032
k141_3350	30.45162	1.2442132
k141_7123	-20.964891	67.20802
k141_26944	-28.10922	27.951725
k141_7126	18.60022	34.37076
k141_11439	-12.532004	6.412829
k141_7129	-6.9182515	12.268819
k141_11440	9.924352	-17.935272
k141_31774	9.478455	-25.59159
k141_7136	-5.0911984	14.789546
k141_22420	50.228462	4.9576573
k141_11443	-10.656095	-0.7338048
k141_22421	14.079225	-54.01916
k141_3352	45.476982	32.992752
k141_11448	-24.507164	-15.273916
k141_26945	-19.335098	63.69717
k141_31776	31.702337	11.012167
k141_26947	0.42857626	23.964884
k141_31777	12.962297	-1.2557738
k141_3353	23.440321	7.517305
k141_7144	-13.773842	62.957817
k141_11451	-45.994503	-45.524353
k141_31781	-12.923695	3.8677244
k141_22428	-10.633839	12.824839
k141_26951	-37.727676	26.948439
k141_11452	-19.905256	11.725482
k141_3359	-27.011602	20.221684
k141_22430	-20.06831	8.126836
k141_31786	-44.39257	-29.937275
k141_3363	-0.19165134	-8.643194
k141_31789	-17.445616	-51.393032
k141_26959	-44.610912	11.986214
k141_7149	-10.615589	25.271961
k141_11455	47.55375	35.862717
k141_31790	-4.2498016	27.824385
k141_3366	30.265144	-50.481216
k141_26961	6.47268	-34.3861
k141_7153	-6.546769	-34.27869
k141_22432	-49.78142	-37.549397
k141_3367	-39.216198	16.379646
k141_11460	0.6388528	-34.094105
k141_31791	35.69338	43.04528
k141_7154	1.5531132	-4.132283
k141_3368	32.88684	49.26288
k141_26966	-44.234615	-28.459345
k141_22435	25.123978	41.91839
k141_31797	-3.4315777	-40.096127
k141_11466	32.44557	45.06398
k141_3371	-47.375824	-39.80638
k141_7164	-47.86712	7.3398185
k141_11473	-3.2197337	-38.96935
k141_22440	-47.62913	-46.181046
k141_3372	35.027023	19.29697
k141_11475	-6.715391	-23.177872
k141_11478	29.237335	-43.23926
k141_22442	-17.880318	-8.186108
k141_11479	-16.874079	-23.812746
k141_11480	6.33429	-20.533697
k141_7171	21.391336	-35.352974
k141_31811	29.425323	-55.65066
k141_22444	-22.975574	19.118397
k141_26991	-39.228992	10.731122
k141_3380	-3.6356668	-18.833918
k141_31813	22.172976	-24.91038
k141_11482	-6.1844764	-41.267124
k141_7175	10.786655	10.079365
k141_31815	-10.481445	-9.018467
k141_22448	35.42406	38.850666
k141_7176	8.098055	-47.611954
k141_26994	47.562916	36.354916
k141_22450	0.102085136	-17.904099
k141_7177	-31.973639	11.117035
k141_7178	4.3807955	-26.226492
k141_26997	-14.226605	19.817604
k141_3387	-24.242964	-15.185961
k141_26999	1.1536705	47.644997
k141_7182	-20.761755	-16.38995
k141_3388	38.671043	-46.611996
k141_27000	4.403967	-52.806107
k141_22454	-25.75154	12.875068
k141_3391	-21.96941	-66.36398
k141_27005	-22.29501	4.8709755
k141_7183	11.780549	-30.861061
k141_27008	-3.6506112	-36.288223
k141_3394	35.22754	17.177986
k141_31816	-9.056303	-70.16318
k141_27012	-10.480955	-54.26043
k141_7188	17.079502	-3.3038287
k141_3399	25.49043	45.562366
k141_31820	-18.260492	11.454927
k141_27014	44.8674	40.55769
k141_7190	-33.448177	16.544178
k141_3406	18.439953	41.85423
k141_31826	-7.9357867	-15.605572
k141_27019	-0.24667118	-23.171432
k141_27020	-9.789832	-53.86303
k141_31831	-13.271709	-55.18895
k141_27021	-50.915695	-28.561298
k141_3415	-9.369805	46.90372
k141_7194	-51.035908	-38.416256
k141_31834	-48.658054	-29.497446
k141_27027	20.254524	25.914248
k141_27029	6.2581086	-4.972696
k141_7195	1.6889349	18.970669
k141_27031	3.40853	-48.18361
k141_31842	-23.606558	8.0455065
k141_3417	10.859385	-29.935131
k141_7199	-20.779766	31.322716
k141_27032	5.2610474	-21.106564
k141_11484	44.492653	-1.7705016
k141_14563	-7.8533387	-71.584465
k141_27034	-27.282217	-64.02703
k141_3421	-8.809042	-34.454967
k141_11485	-27.122618	1.6204286
k141_31843	47.896603	8.94423
k141_3422	-3.756123	-31.313404
k141_11486	21.236958	-45.361626
k141_27035	-14.989034	-10.226849
k141_3424	29.164312	46.554607
k141_31847	-15.423643	-41.559334
k141_11489	-46.966507	9.4801235
k141_7201	-8.682215	54.356415
k141_14566	7.42587	-36.131966
k141_11490	-31.9314	-58.608135
k141_7202	0.8361136	47.83624
k141_31849	-9.41399	-17.44995
k141_14570	12.167271	-46.60771
k141_11493	-21.286833	4.810828
k141_27041	41.69574	6.0931997
k141_14573	7.408137	-17.228966
k141_27042	-31.999016	4.452185
k141_3428	-18.33957	65.7948
k141_7203	-53.9209	-33.07057
k141_11495	19.692583	-8.6800995
k141_11496	13.328011	32.06201
k141_3429	-29.819881	-64.19515
k141_27043	33.330017	32.77415
k141_14574	3.4595082	-41.099983
k141_31853	-45.672	-42.928226
k141_11499	-2.9281201	15.607935
k141_14576	-22.475582	6.545239
k141_31854	14.860814	-51.57745
k141_7209	27.185902	24.312405
k141_27046	-26.148521	25.220846
k141_14579	16.24992	-33.240566
k141_11503	23.062233	12.027566
k141_3431	-45.611477	20.434265
k141_7211	-45.31397	-37.901585
k141_27050	-5.553017	65.97334
k141_27053	-23.29202	-52.898994
k141_3435	17.708548	-28.496483
k141_11504	-11.121398	52.5218
k141_31869	34.33586	37.126297
k141_14589	21.677036	-4.694931
k141_27057	-7.487007	-52.732716
k141_3440	-28.519573	5.7972937
k141_7213	-9.779553	21.770039
k141_14592	-10.350117	-54.262695
k141_27059	-27.643597	-58.61557
k141_7215	-10.794491	-10.638915
k141_3444	-13.775724	-49.193245
k141_7216	-47.513123	12.454918
k141_14596	1.570495	-46.91788
k141_27062	-10.3639145	55.95569
k141_27063	-16.892923	-43.02939
k141_31883	-42.517925	-29.028252
k141_7218	28.457375	-55.599735
k141_3450	17.951712	-53.484467
k141_7219	28.838215	-13.221924
k141_14600	-18.631386	-52.40531
k141_11523	4.5512257	-34.826694
k141_27066	-6.8915367	19.444626
k141_11524	-42.75353	32.444065
k141_3454	9.67914	-11.628394
k141_31890	4.120892	-15.928143
k141_14601	2.2942536	-46.27765
k141_11525	13.706178	9.581344
k141_31891	-39.946663	-41.268974
k141_11526	37.706764	-51.844475
k141_7222	-21.247444	65.52915
k141_27072	-2.0282278	70.88295
k141_14603	-29.814356	-59.331673
k141_27073	-46.4324	14.895664
k141_3457	29.291454	-51.355793
k141_31896	-38.0444	-47.75691
k141_11530	-17.854599	-15.091369
k141_27074	-27.267258	-66.34364
k141_31897	-3.4042797	-44.917843
k141_3460	-13.421621	-40.73357
k141_11533	-17.726767	-11.118932
k141_14607	43.69859	39.21397
k141_27079	-26.690638	14.233825
k141_3463	-32.598274	-58.699585
k141_31899	47.756077	12.528154
k141_7231	-42.730003	13.201754
k141_11534	33.621277	46.73729
k141_14608	4.8730087	27.442163
k141_3464	-45.230385	21.174562
k141_31900	-51.846012	-27.85716
k141_7233	-11.541857	11.352305
k141_27081	-21.1068	19.89478
k141_14611	31.90528	35.94263
k141_11539	32.523575	49.733936
k141_31903	-1.8521339	-24.53254
k141_3467	5.1827135	-3.3191354
k141_7235	-29.785582	9.770151
k141_3469	6.398166	-29.919178
k141_14612	41.024445	33.585182
k141_31906	-47.138657	-29.925371
k141_27083	48.674866	40.92813
k141_11546	30.495121	-47.47254
k141_14613	-42.88943	-43.701393
k141_31909	21.284052	-27.935799
k141_11548	24.982023	18.274675
k141_7237	-50.443253	-39.004513
k141_3477	-4.6409063	-50.32206
k141_31913	-5.0006886	-38.69127
k141_27090	5.820516	11.796947
k141_27091	35.66074	39.73345
k141_31915	-8.3404	-3.940066
k141_27093	-24.33732	-63.296165
k141_11554	-6.561758	-26.974096
k141_14621	-33.237774	14.132939
k141_11555	8.797074	12.8981085
k141_7243	29.854555	-48.321804
k141_3484	22.938595	31.166615
k141_31923	15.687276	-52.660515
k141_14623	17.820652	-22.945707
k141_27094	-36.834774	22.263052
k141_11559	-15.891193	-13.03629
k141_7247	15.087182	5.7645345
k141_31924	2.6748762	27.665873
k141_14625	-22.654995	2.88657
k141_3491	5.928451	-11.771003
k141_27096	33.180813	-52.719467
k141_11560	13.987251	28.743914
k141_7248	29.948833	-47.81885
k141_14626	6.15543	7.2585435
k141_31925	-48.225704	-32.450745
k141_11563	15.58812	1.6828898
k141_3492	-29.927845	20.754087
k141_11565	30.807682	-44.31208
k141_27098	-51.184578	-37.947975
k141_3495	-30.803366	-57.0633
k141_11567	17.935783	-50.48186
k141_3496	25.131344	-48.288998
k141_14633	2.1478863	-25.265371
k141_11568	-1.7144849	68.68457
k141_31931	4.6301894	28.505508
k141_27099	19.449991	10.299365
k141_14634	15.927415	-11.524202
k141_7254	-18.278183	61.53249
k141_31933	-36.304874	5.182741
k141_14636	35.09304	-13.989393
k141_27102	4.1764784	1.1545812
k141_11569	-19.640196	64.33029
k141_3505	33.2445	0.5045144
k141_14638	-7.44839	-27.36647
k141_7258	15.820517	-24.683214
k141_11571	37.46621	28.212072
k141_14640	23.848085	-15.060621
k141_7262	0.9718557	-24.71714
k141_27111	28.621067	39.895386
k141_11575	-6.673338	14.591581
k141_18825	42.410767	13.104509
k141_27112	-10.841611	0.46533543
k141_3515	29.049826	-53.339893
k141_7265	26.184988	-16.073908
k141_14643	-48.65739	-36.471573
k141_11576	-47.47517	17.61654
k141_31937	-47.610977	23.203411
k141_3518	15.267667	-42.40085
k141_11577	15.509639	11.832669
k141_18829	13.800434	23.54452
k141_27116	14.104159	-11.013405
k141_11578	0.3230316	-30.624624
k141_31938	5.586013	-37.04803
k141_14644	28.700937	21.10717
k141_27117	20.207209	24.202593
k141_3523	-44.426598	8.951777
k141_18830	-1.83037	-52.33897
k141_11581	37.020985	-48.59457
k141_3524	-45.882362	17.759192
k141_14646	21.822876	32.847385
k141_31942	-51.43643	-43.5143
k141_14647	-45.257202	-33.33214
k141_3526	12.949772	-23.215237
k141_11584	-0.09870485	4.103443
k141_27127	36.8998	30.258211
k141_11585	12.473052	-50.361534
k141_7274	-48.419315	-42.490475
k141_31947	6.58398	-21.801483
k141_14654	37.50792	-51.323814
k141_27129	-10.466663	28.479439
k141_18832	-34.94062	19.758806
k141_7275	11.077753	-33.19431
k141_27131	-20.221157	8.865167
k141_3530	-20.09608	61.658543
k141_11588	31.83676	18.690308
k141_27132	-4.9548693	-3.391956
k141_3532	-0.76850885	-6.3794727
k141_7278	-24.911148	-14.541378
k141_3533	1.1272076	25.733976
k141_27135	1.7117058	29.120502
k141_11589	31.161192	-50.407246
k141_7280	-11.80728	-9.29342
k141_31951	-44.69723	25.23135
k141_14664	19.956932	-45.122524
k141_11591	21.753904	47.375763
k141_27136	31.305267	20.105074
k141_3536	-36.113663	15.212167
k141_18844	-9.851462	52.974236
k141_22460	45.514114	-2.0792425
k141_7284	18.242771	21.580372
k141_3537	-10.54982	-20.750742
k141_22461	-29.919773	12.538146
k141_27138	28.811861	38.858345
k141_14665	16.067905	-12.90114
k141_31958	4.4369626	-28.5201
k141_7286	-44.811745	-44.979992
k141_3539	13.910355	-27.784336
k141_18849	-6.921886	-16.818773
k141_27140	-13.621373	-53.15959
k141_11596	-7.1845393	54.04852
k141_3540	1.4262987	49.806644
k141_18851	24.144352	-41.980034
k141_31961	27.825882	10.733633
k141_11597	2.6051676	47.886696
k141_14669	3.3658857	-20.723904
k141_22462	13.850726	-11.340897
k141_7287	-5.4285884	9.099947
k141_27141	-28.23006	-59.798695
k141_22463	-30.224144	22.103165
k141_3542	10.463182	-40.411564
k141_18857	19.500887	47.171856
k141_11600	42.511776	25.465778
k141_27148	-22.320034	-61.162964
k141_3545	-2.9518728	27.350769
k141_18859	-42.346516	14.6491
k141_31968	19.976023	8.715412
k141_22468	5.233655	28.080158
k141_11601	-9.209924	48.32045
k141_18862	20.227222	18.28634
k141_11602	-32.89496	12.831323
k141_14672	15.906863	-17.286795
k141_7293	-52.27564	-33.519962
k141_3549	-24.355427	-66.0141
k141_31973	-16.943972	-57.49479
k141_18863	1.8388497	-49.555286
k141_27149	-13.913562	19.153605
k141_11603	-15.895171	-2.3819044
k141_22471	-2.241902	-15.616939
k141_27150	-1.5233464	-4.430263
k141_31974	-30.388844	-58.060116
k141_27151	-36.702244	9.955005
k141_7296	-5.1522126	-16.71395
k141_27153	1.562921	-51.528675
k141_18867	-29.08413	-19.327446
k141_22472	35.973995	47.781525
k141_7300	36.193836	35.245853
k141_18869	14.522337	-22.80478
k141_3562	50.43493	18.14471
k141_7301	-28.160206	13.883313
k141_11604	-41.9356	19.876766
k141_27160	27.751373	27.06412
k141_27161	0.30781552	-12.784241
k141_31986	18.037779	-53.44589
k141_18873	-7.637761	52.875015
k141_3568	50.46395	18.172487
k141_22478	-26.903837	20.411755
k141_11609	-36.30353	-48.775833
k141_3570	-7.4402957	14.95372
k141_22481	13.603929	-38.471004
k141_27162	46.575325	37.303043
k141_11614	-44.02112	8.933271
k141_31990	-17.392046	65.856
k141_31991	-29.433128	4.2934966
k141_3572	-5.107644	-23.24062
k141_11620	-7.9735546	-29.444895
k141_22486	-15.055689	-20.763483
k141_14679	-19.857834	61.241158
k141_11622	-42.291416	25.228792
k141_3576	-37.714413	15.549749
k141_27176	-16.224533	63.776947
k141_11624	27.80581	24.299284
k141_27179	-2.5807202	11.7333355
k141_14684	3.444515	-10.943113
k141_3581	21.70226	-12.074621
k141_14685	17.624748	27.144423
k141_14687	11.4876175	-9.409022
k141_11633	-7.39973	-35.942333
k141_3588	8.704299	28.501986
k141_31992	-21.237957	65.46454
k141_3589	28.78496	45.302654
k141_3590	26.354511	24.993742
k141_18874	13.584563	-21.37507
k141_31997	11.830533	-12.915425
k141_14694	-16.072187	-23.195356
k141_11639	5.339156	-35.587566
k141_18877	27.69507	20.873514
k141_3596	-2.4307015	65.28196
k141_18879	-11.82053	-65.405075
k141_14696	-36.617077	21.55789
k141_32007	-43.91077	-36.484547
k141_18880	22.635254	23.333843
k141_32008	-9.983756	-44.075207
k141_14698	-28.869293	14.466476
k141_32009	14.023796	16.321278
k141_18884	25.29688	-48.619747
k141_14700	2.049605	47.64569
k141_32014	12.97894	41.14346
k141_18885	-45.215733	19.998692
k141_32016	-2.8402276	-18.206772
k141_3615	9.022186	-34.555195
k141_18886	5.3182874	-24.314835
k141_32017	0.9877125	-34.936848
k141_14704	13.065582	16.434877
k141_11641	44.916748	6.005586
k141_3617	6.2119756	-16.618055
k141_14705	20.666492	34.55372
k141_11642	-38.833538	13.026671
k141_32022	11.084391	3.649796
k141_11645	0.38870987	-26.12689
k141_14706	16.89336	-49.292976
k141_3620	-6.5673175	11.894223
k141_18894	49.27929	11.671825
k141_32032	0.8987973	-28.314888
k141_14708	1.9731078	-23.992105
k141_18896	-4.7486367	-25.5313
k141_14709	19.233606	38.750427
k141_32036	-28.941137	-65.055626
k141_11654	8.5124855	-34.088966
k141_11655	-47.416485	-33.99062
k141_11656	-6.556452	71.00155
k141_3631	-5.23247	-51.414413
k141_14712	3.1811032	-37.84835
k141_14713	37.332134	-46.264523
k141_18908	-40.901775	-30.633425
k141_11658	27.606266	-9.5033455
k141_18909	17.088291	-3.4230745
k141_7306	44.94863	-1.9445724
k141_14717	-41.167084	36.27336
k141_7307	32.37409	-0.18277308
k141_3634	-48.342747	-41.270756
k141_11660	-34.00975	16.674437
k141_14718	31.841763	-49.93532
k141_3636	5.1636777	-40.683617
k141_14719	14.896809	13.546623
k141_11664	-35.89531	12.651947
k141_7309	11.967679	-16.470537
k141_3640	22.312912	44.33404
k141_11666	-2.1211462	-28.731691
k141_7311	14.925718	-0.11497392
k141_3641	0.34550068	49.590973
k141_3642	20.207333	-51.246048
k141_14724	-4.854138	2.7301376
k141_11667	27.745237	-53.56995
k141_7314	18.84134	-20.948694
k141_14725	8.21779	35.48078
k141_3645	-37.707848	25.431942
k141_7316	28.904404	-8.760838
k141_14727	-18.21155	-59.28894
k141_7319	30.900707	43.254246
k141_3649	-3.406842	-37.976006
k141_14728	-0.30351973	-7.2632527
k141_3651	3.7304552	-1.5409827
k141_7324	29.34477	-51.29647
k141_3652	43.361122	38.708855
k141_11672	47.82337	34.093132
k141_3655	1.343845	-38.69701
k141_7328	-14.953288	25.507929
k141_11674	-1.291379	-37.783066
k141_3657	18.424042	10.195952
k141_11675	22.77046	34.300842
k141_3658	22.49172	44.60512
k141_7332	31.56209	11.295122
k141_3663	2.995604	6.4197087
k141_11681	31.847193	27.069529
k141_27182	17.429655	-17.780182
k141_7333	15.928503	-12.355041
k141_27183	6.9348254	-26.178015
k141_11684	28.536343	31.340359
k141_3667	35.386307	39.39307
k141_7336	-7.2734275	-55.739666
k141_27187	-3.8916209	-47.140175
k141_11686	-1.2094932	-27.27721
k141_7338	15.2622	-48.317467
k141_3670	26.712343	40.58303
k141_11688	-21.065586	4.405534
k141_14731	-52.47967	-40.04092
k141_7345	5.0641074	-52.02002
k141_14733	3.5411909	-8.692245
k141_7346	0.300266	-44.40048
k141_11694	7.588538	10.826038
k141_11695	14.446412	6.7629814
k141_27189	-18.370472	63.05159
k141_14735	-27.735035	12.920457
k141_27191	36.114384	41.116962
k141_7347	39.55676	26.960022
k141_3671	25.540827	6.233553
k141_27192	-11.293905	-28.760511
k141_7348	24.494566	-53.968468
k141_11699	7.8789196	-31.014017
k141_11700	-20.446585	5.7861705
k141_14736	-17.950966	65.13335
k141_27195	44.656075	39.14982
k141_7350	-11.919485	52.86714
k141_27196	-18.737608	25.516853
k141_11702	37.39203	28.250525
k141_3673	-48.00291	21.790895
k141_14742	13.500369	9.546721
k141_11703	-23.256098	-14.486564
k141_3676	4.573857	9.717053
k141_7354	40.541775	28.860296
k141_27204	-31.966152	35.156467
k141_11707	13.5607395	-2.8392363
k141_7356	17.526585	32.42232
k141_14746	-11.013775	-8.061441
k141_27205	-45.49203	8.570795
k141_14747	7.0619903	3.971714
k141_7360	-10.458057	-45.049793
k141_14748	17.855831	27.918476
k141_3679	-47.303947	-40.33348
k141_27206	-5.58534	8.863061
k141_11708	16.732992	-51.553917
k141_7363	-44.597363	-27.899654
k141_3680	-53.531513	21.143213
k141_27208	-20.950752	6.8381534
k141_14752	-51.007217	15.023248
k141_18910	45.39133	-1.7365776
k141_3681	-14.198486	59.908478
k141_27212	-44.112076	5.8187294
k141_7370	25.423115	-56.153397
k141_3685	-49.46777	12.450711
k141_14756	-26.053156	-66.47427
k141_18917	-26.488882	-58.036694
k141_11711	-51.76569	-39.064587
k141_7371	-43.520676	-35.709896
k141_3688	28.049397	35.149376
k141_27214	17.185602	-19.960693
k141_18922	-15.534952	-41.50927
k141_14760	9.060612	0.49892315
k141_7372	38.937016	41.36367
k141_27216	32.60215	-47.79242
k141_3691	34.72337	36.391212
k141_14761	-24.705568	9.133023
k141_11712	-41.412285	20.62599
k141_3694	21.24815	25.454857
k141_11714	21.507683	37.02309
k141_27224	-26.230215	22.884361
k141_14762	18.021307	-6.144114
k141_11718	28.557083	-50.002983
k141_18931	-43.57899	29.234219
k141_27226	-47.551105	-31.834433
k141_18932	-9.657509	-17.473434
k141_11719	-3.5883014	68.282715
k141_27228	39.32468	45.39237
k141_14765	24.37348	-50.81911
k141_27230	7.0255713	-20.087526
k141_14766	39.097786	45.002285
k141_18936	9.541134	-24.633406
k141_27233	29.352764	26.669678
k141_11723	-41.148674	16.025824
k141_3702	-10.983458	54.38466
k141_14773	-9.655375	50.58621
k141_11727	-16.989162	59.022167
k141_14774	-12.9467325	-26.099483
k141_18945	15.040929	23.335531
k141_7373	43.283585	20.666939
k141_14775	11.41203	-13.587483
k141_27235	40.497917	17.011543
k141_14777	4.2991037	-30.846716
k141_18948	17.87797	30.355642
k141_3713	-42.422676	-41.5732
k141_18950	3.1189604	-19.546274
k141_7380	-6.1732006	1.5287402
k141_14781	-36.58983	30.836895
k141_14782	-29.32975	6.395464
k141_3715	30.530958	12.848286
k141_27237	-16.371344	11.612745
k141_18951	-42.617954	-41.128586
k141_11728	24.648945	4.191253
k141_3717	-32.475655	11.1408615
k141_14787	28.063602	-47.13822
k141_27242	-19.158808	-59.365536
k141_11730	10.228694	8.110579
k141_11732	28.464375	-41.761734
k141_18957	-32.320305	17.147137
k141_27243	27.030554	7.10057
k141_18958	22.238903	39.396137
k141_11734	-47.787487	28.071913
k141_27244	39.244904	36.78443
k141_14798	-33.630436	14.368294
k141_3718	3.7352648	-42.717484
k141_14799	22.908028	11.454922
k141_18960	-47.68264	-37.47855
k141_3719	29.812815	-50.67723
k141_11741	36.881733	-49.736256
k141_14802	-29.221947	10.920404
k141_18963	37.410873	-45.956146
k141_27247	-12.268448	5.872191
k141_11742	-46.15759	-31.880816
k141_3721	29.461203	39.169514
k141_14805	11.877766	5.3257704
k141_27251	-23.41018	1.2295722
k141_3724	-8.157059	12.411094
k141_3725	1.116561	17.701275
k141_14809	-42.14793	-43.903297
k141_7382	-21.21446	64.67726
k141_27253	31.461117	-48.0786
k141_3728	-19.731075	13.745767
k141_11744	45.329338	33.837498
k141_14812	20.072708	-49.505405
k141_7384	-30.083042	20.10798
k141_11745	-27.389488	32.64683
k141_3731	25.59837	42.65045
k141_27259	8.286182	5.1065817
k141_11749	5.303686	-19.750917
k141_14813	-43.23886	18.19449
k141_7386	-24.613302	5.669074
k141_22488	42.338566	12.917701
k141_3737	-7.106658	10.087386
k141_14815	23.480637	25.66977
