	UMAP1	UMAP2
k141_6920	5.6876516	-6.1807756
k141_14480	4.664608	3.681528
k141_18628	4.5376415	5.147333
k141_6921	7.7769356	8.08415
k141_31561	4.1889324	4.9551716
k141_22246	4.504786	4.5929317
k141_6922	3.026418	4.1079545
k141_3138	7.2098722	6.4564004
k141_14485	6.7136626	5.9429607
k141_31563	3.3341463	4.804428
k141_6925	0.29431343	6.032441
k141_18631	5.7786846	-6.259718
k141_31564	6.943053	2.3847206
k141_3141	7.4927287	7.7855487
k141_14487	7.754433	1.5675005
k141_11158	-0.7421917	4.370473
k141_18632	4.0164294	4.79312
k141_22249	8.118797	7.0035787
k141_22250	4.4548907	4.498167
k141_18633	-1.7924834	4.0056314
k141_11160	7.4571238	-5.973767
k141_3147	6.012231	-5.84776
k141_31571	1.0335997	4.70515
k141_22253	4.299567	3.3830223
k141_11164	4.8753023	5.643317
k141_18635	6.218846	14.139594
k141_31573	5.5362883	2.7888741
k141_22255	3.870983	4.984759
k141_18639	4.2308187	17.047092
k141_31575	0.7945962	5.480783
k141_14493	6.192518	4.3625107
k141_11167	8.767647	1.6391706
k141_6930	5.7942686	-6.556519
k141_6931	3.4749177	4.3753786
k141_11170	6.462774	14.869972
k141_22259	0.45363247	5.2417507
k141_18641	6.1790876	5.72285
k141_6933	7.501905	-5.9692907
k141_11173	4.5421524	5.0708966
k141_11174	2.9047306	4.3515806
k141_18642	7.275612	6.2610135
k141_22267	3.8128428	4.111239
k141_11177	2.436259	4.017424
k141_22268	8.058543	0.9854169
k141_31589	6.2830358	6.0092416
k141_22269	6.1088147	14.437164
k141_6934	7.300479	5.523297
k141_11180	4.625074	5.0861135
k141_26730	3.7127535	5.9040637
k141_18643	8.88299	1.3987324
k141_31591	6.866851	-5.8089986
k141_22272	3.935076	5.068428
k141_3150	8.044436	5.929849
k141_31592	7.178282	6.9223757
k141_18645	7.6023674	1.6989274
k141_11181	6.669239	1.8221674
k141_6938	5.8484607	-5.443491
k141_22276	7.7565746	1.4727548
k141_6939	3.8256614	3.731758
k141_31594	6.185746	4.245099
k141_6940	3.7846198	4.6444902
k141_22277	2.6911252	5.3374352
k141_11183	5.2242475	16.943907
k141_3160	8.87203	7.7804356
k141_18654	-1.8460407	4.070462
k141_22278	9.067755	7.900101
k141_18656	6.39282	5.7255363
k141_22279	-0.79938936	4.562274
k141_14509	6.800712	-4.3537445
k141_18657	4.485763	16.692041
k141_3164	4.31072	4.1859913
k141_18658	5.582604	15.606494
k141_22282	-2.0611513	4.0475063
k141_3167	6.244765	6.5240717
k141_31598	5.9795003	4.9909825
k141_3168	4.492164	16.765955
k141_6941	6.849927	3.4676254
k141_31599	-2.058905	3.920705
k141_26731	4.943057	16.938759
k141_11193	5.772479	-6.2527275
k141_22287	-1.413352	4.077672
k141_6944	6.18911	3.2518878
k141_14515	7.020355	2.115464
k141_18659	5.7891064	-6.421132
k141_6945	8.202007	7.301008
k141_22290	6.3297377	5.3010693
k141_31607	6.4498467	5.0814548
k141_26737	-1.1059995	4.3579955
k141_18661	2.0939605	4.724848
k141_11201	7.8287187	1.603237
k141_22295	0.9229791	4.4936776
k141_18666	6.6660213	2.428994
k141_3171	9.192756	5.307648
k141_6953	0.7508085	5.081994
k141_31610	7.5506434	2.2998104
k141_26743	-1.2379276	4.289089
k141_3172	6.5243406	14.932305
k141_11203	6.4002275	2.636702
k141_31612	-0.7444733	4.4376693
k141_6956	2.123587	4.453807
k141_11204	7.7854776	6.591486
k141_14523	8.877946	1.5221915
k141_22298	4.726354	3.2773542
k141_11205	8.111338	8.203065
k141_6957	7.0836673	5.6541333
k141_26749	5.8706384	3.335209
k141_3181	5.495589	14.769461
k141_14527	4.624135	4.6679935
k141_31615	8.635556	5.695368
k141_11209	4.3841476	17.163979
k141_22300	7.841984	2.0764387
k141_26752	7.5083413	1.3702546
k141_31617	4.6407986	5.539945
k141_14530	6.301844	14.269464
k141_22302	6.6673446	4.2914
k141_14531	0.58951944	4.977278
k141_11213	6.806713	-4.338548
k141_3183	5.651456	4.3132963
k141_31621	5.3539166	5.354766
k141_22303	3.5893261	4.8832064
k141_26759	5.2858343	14.8949175
k141_22304	-1.0996796	4.207191
k141_18667	7.818958	5.2228017
k141_6959	8.306179	6.3702903
k141_3185	3.6794848	5.3881593
k141_31622	-1.889176	4.282737
k141_6961	3.8491263	4.000619
k141_18668	7.8887157	7.8183503
k141_14533	7.739776	5.336055
k141_11218	-1.8841137	4.2616587
k141_26764	7.4243784	-5.937906
k141_31625	5.7548084	6.0934753
k141_3191	3.589558	3.6606371
k141_14534	8.398205	1.1161418
k141_31628	2.4550521	3.8023157
k141_6965	6.386897	6.5397615
k141_26771	8.110851	8.216528
k141_3194	0.89637667	5.378533
k141_11223	8.417516	7.3761544
k141_31629	1.9146461	4.643739
k141_3196	7.3126073	1.861288
k141_22307	5.781437	-5.695212
k141_26776	7.014144	2.2832465
k141_14536	6.688672	6.0673423
k141_31632	5.9224577	-5.2234483
k141_11224	4.5321503	17.210037
k141_22309	5.707898	6.1878114
k141_3197	-1.3774887	4.6737876
k141_3198	7.3717523	-5.7725544
k141_22311	1.9234837	4.5495024
k141_18683	6.315326	14.597763
k141_31635	3.1983423	3.6716943
k141_6975	5.917563	-5.2626715
k141_6976	5.9800725	3.6182718
k141_31638	6.9910436	2.5152285
k141_18685	0.746833	5.335147
k141_26782	6.347599	6.159019
k141_11226	4.4510984	2.9147692
k141_26783	5.8387146	4.095068
k141_6978	7.461845	7.3781996
k141_18687	7.4008236	-5.990807
k141_3206	-1.4491729	4.4443164
k141_18688	4.3166413	4.010493
k141_6981	2.2552218	4.333921
k141_11231	8.063345	6.6662016
k141_3207	3.8404245	4.6746445
k141_14543	8.544116	1.8440813
k141_3208	7.555511	2.3807652
k141_31639	4.8980265	4.9706903
k141_18691	6.4201193	5.2992263
k141_11234	5.8214917	4.7805753
k141_3209	8.1466	1.4459792
k141_6986	4.878766	4.329849
k141_22312	5.9507117	-7.002968
k141_14547	5.8226233	4.987112
k141_3210	2.7423744	4.359987
k141_22313	-0.7797007	4.643143
k141_6987	5.016762	5.2541137
k141_26786	2.396455	5.187459
k141_14549	-0.59603673	4.348463
k141_3211	7.4257593	6.287068
k141_31643	3.2110734	3.7946684
k141_3213	-1.7485012	4.234376
k141_26789	1.4218229	5.195693
k141_18700	6.1238813	14.5099535
k141_22315	1.2032181	5.2359776
k141_26790	3.300052	4.0636826
k141_11241	3.995944	5.629649
k141_6990	-0.9208752	4.528711
k141_3215	7.404235	-5.870445
k141_22319	7.0035095	2.1736908
k141_31645	8.631244	7.307911
k141_18702	4.7319317	5.2609353
k141_11244	5.346623	16.760984
k141_11245	2.4610987	4.043112
k141_14561	4.391497	3.324259
k141_6993	7.7339587	5.544997
k141_22320	6.322205	2.7140014
k141_3216	6.630371	-6.62055
k141_14562	2.111178	4.430608
k141_3217	6.776024	5.925335
k141_18708	5.125974	3.8480537
k141_26802	5.102759	3.931035
k141_11251	6.2782154	5.71565
k141_31646	4.930514	17.057507
k141_22323	8.259454	5.515263
k141_6995	0.82685375	5.5665503
k141_18711	6.067948	4.394536
k141_11253	4.9969707	4.8295693
k141_3218	7.4786735	1.7140695
k141_26803	5.9200525	5.6494617
k141_22325	-1.747222	3.9887106
k141_11254	7.9153094	5.9427676
k141_26804	6.2504764	5.495937
k141_31650	7.3417044	-5.711446
k141_22326	6.0259624	14.863116
k141_18718	5.609697	15.703012
k141_26806	4.0404744	3.710868
k141_11258	5.3297453	5.5829268
k141_6998	7.806562	6.709079
k141_18719	7.603654	7.929198
k141_31652	1.4198533	5.2038407
k141_22328	3.9378798	4.2565055
k141_6999	7.793328	8.342528
k141_3219	5.8370433	-6.558023
k141_31653	7.5507317	8.097051
k141_11262	6.3414426	6.271857
k141_18721	8.03746	1.7611966
k141_26810	5.9987273	5.695602
k141_3221	0.53548604	5.5976377
k141_7002	6.1082296	5.974296
k141_11264	-1.4780457	4.25289
k141_22330	6.992452	5.936999
k141_31657	6.8314605	1.5345682
k141_26813	3.2588234	5.327234
k141_18724	5.8210573	5.6045523
k141_11268	7.2570167	1.3899933
k141_22332	4.46814	4.4458933
k141_3223	7.1950336	5.6132936
k141_18725	-1.5242693	4.245633
k141_11269	4.2019086	17.203135
k141_31658	2.883296	3.4697576
k141_26816	8.495442	1.1660546
k141_11271	6.3957863	4.7004
k141_7007	3.5699112	5.376764
k141_26818	3.9258225	4.4514284
k141_31660	5.842394	-5.175314
k141_11274	3.9190884	3.5605502
k141_3226	8.732076	1.3056353
k141_22336	8.674204	7.485077
k141_18731	5.1432066	3.350351
k141_31662	2.715319	4.7915306
k141_11276	7.5602217	7.906386
k141_22338	-0.47093585	4.6063437
k141_18733	1.8777771	4.512341
k141_26821	8.66792	5.4149914
k141_11278	7.66224	1.406926
k141_31663	2.492948	4.4075637
k141_18734	1.2491434	4.626188
k141_7009	5.8358274	-6.295982
k141_22340	5.2495847	4.079382
k141_3233	4.3080935	5.330427
k141_11282	5.6093726	5.3808365
k141_26826	-1.5722891	4.203558
k141_31667	-0.816665	4.5720625
k141_18737	8.022976	8.061403
k141_7015	1.6009219	4.8223834
k141_26827	5.9570494	3.082973
k141_22343	3.3639119	3.7055738
k141_22345	4.8603883	4.9489183
k141_11287	1.080781	4.774145
k141_31670	0.58452696	5.308596
k141_3242	4.7865486	16.259157
k141_26828	8.737007	7.4462595
k141_7016	8.446396	7.934832
k141_22346	6.965517	2.0434132
k141_3243	8.088514	1.5709528
k141_11290	7.3328404	6.1473017
k141_18738	9.079827	7.659532
k141_3245	0.88837534	5.2728076
k141_11291	3.0956872	4.5036063
k141_26830	6.318187	14.179873
k141_31675	3.6473825	4.202069
k141_18739	5.735805	2.7117083
k141_11293	7.7097616	8.131061
k141_26834	6.6602516	6.2227407
k141_22350	6.3306637	6.585161
k141_11294	1.3095636	4.6885047
k141_31676	2.4368753	5.0155935
k141_3246	5.8228135	4.8648043
k141_7023	1.633213	5.0372615
k141_18740	4.4451504	4.267956
k141_31678	-0.9171103	4.343836
k141_3247	2.4337165	4.2976747
k141_22353	5.284298	5.3749704
k141_7025	3.5974457	4.2321506
k141_11297	5.268519	16.886793
k141_26837	1.6276772	4.158893
k141_3248	8.09795	1.023385
k141_3249	7.307394	2.0667589
k141_11300	7.4077153	-5.95241
k141_3250	2.754217	3.4942226
k141_26839	8.174899	7.3952785
k141_11301	3.3220742	4.532455
k141_7031	6.6970134	4.532594
k141_3251	5.8832154	-5.1753764
k141_22354	7.553017	5.5808372
k141_26841	8.42713	1.6613169
k141_11303	5.4602156	16.169153
k141_11304	4.8660336	4.6268163
k141_26844	6.747496	2.5451388
k141_31680	7.638248	5.679447
k141_7033	1.2672558	5.315425
k141_18743	8.654388	1.563812
k141_11306	7.3146706	2.3839467
k141_11307	6.273718	4.643806
k141_31688	4.035082	3.4507887
k141_26845	8.046537	2.1073906
k141_7042	4.39405	4.9280205
k141_31690	6.550521	4.973556
k141_3257	8.112432	5.89596
k141_11315	6.4303327	4.3802757
k141_11316	4.966511	5.7852173
k141_31693	4.712694	3.5017502
k141_22356	9.063356	5.3955336
k141_11317	2.4897642	4.4649663
k141_26850	8.634721	7.3341327
k141_26851	3.657462	4.7655005
k141_31699	4.863014	2.6677792
k141_26854	5.971899	-5.9292974
k141_11318	4.9118695	4.867129
k141_7044	6.0056014	-6.7588644
k141_18746	7.9069552	5.7898235
k141_26856	6.6462398	6.5613184
k141_22365	6.089474	5.698346
k141_3259	5.676712	-6.200286
k141_11326	5.9219847	2.508624
k141_18751	7.386879	2.1105168
k141_11328	1.8443434	4.396318
k141_3262	2.5638943	4.864455
k141_26866	5.683675	5.8849144
k141_22373	3.67308	4.3088055
k141_31702	9.331016	5.391621
k141_3263	6.820762	-4.3380904
k141_11330	8.126114	1.6575336
k141_26868	6.0043626	5.1683364
k141_31703	6.042842	5.698619
k141_11331	3.4192753	4.0377226
k141_22375	2.077024	4.892067
k141_18758	3.5109644	4.235944
k141_11334	3.7850914	4.3913107
k141_3265	9.077884	5.4735494
k141_26870	3.605643	3.5153975
k141_31706	4.2146597	4.8998957
k141_22376	5.4208155	15.771123
k141_31707	6.259274	14.23358
k141_11336	4.997714	17.177898
k141_7051	5.811164	-5.2064695
k141_11338	8.035838	7.9955173
k141_31708	4.935632	16.617859
k141_7052	6.2405024	3.027783
k141_26873	7.5887733	2.1419594
k141_7053	8.14074	1.3766879
k141_11340	0.6018882	5.401068
k141_26874	2.1849904	4.036017
k141_31711	4.2252064	5.1354733
k141_7054	0.93860275	4.96178
k141_22389	1.5333339	4.6506395
k141_18767	8.437219	1.77652
k141_7055	8.217655	1.2101358
k141_18768	-2.0141258	4.0614424
k141_11347	7.9415803	8.403679
k141_22391	6.4075055	14.270027
k141_3280	6.803648	-4.349051
k141_3281	1.0295998	4.961449
k141_26882	7.249492	1.2267833
k141_11351	7.972402	8.266546
k141_18772	5.508426	3.6521425
k141_11352	4.8563886	5.299212
k141_26885	1.9399831	4.4471073
k141_18773	2.972549	4.859178
k141_31712	7.370503	5.7059703
k141_31713	2.4089277	3.7937293
k141_18774	8.165241	8.399741
k141_7057	5.0630317	17.056519
k141_31714	6.0342603	4.337795
k141_18775	-1.8229605	4.1355615
k141_7059	6.631753	5.8792057
k141_18776	0.22967374	6.1229935
k141_11354	8.829098	1.5754831
k141_11355	1.4425845	4.5661874
k141_31715	8.300017	1.8299416
k141_7060	0.7421559	5.1491594
k141_18778	6.5845647	6.827181
k141_26899	6.1437387	14.372274
k141_22392	5.9758716	-6.710413
k141_31716	5.983609	6.2776504
k141_3290	5.840163	-5.1246786
k141_22393	-0.58923984	4.546073
k141_7063	2.490707	5.1935
k141_26902	5.8246064	5.709537
k141_18780	3.336425	4.457132
k141_26903	6.7272277	-5.620107
k141_7067	1.4085944	4.732518
k141_31724	2.8548753	5.027211
k141_18784	7.934174	1.7125548
k141_3294	3.2412817	5.294907
k141_18785	7.8689356	1.1446697
k141_7072	0.18045047	6.2325654
k141_31725	-1.7343774	4.326054
k141_22397	5.752775	-6.1884484
k141_26907	9.345206	8.120627
k141_3298	7.2559533	1.347839
k141_3299	3.7261395	3.8360715
k141_31726	8.811553	1.3471249
k141_18786	5.91897	4.7801294
k141_26912	6.9318323	6.5633345
k141_26913	6.82042	6.6941295
k141_31734	-0.6289028	4.5531464
k141_11379	7.9854107	5.871048
k141_3308	4.750131	4.399224
k141_26916	5.1616864	5.504955
k141_22406	8.263646	1.532275
k141_18792	5.292176	4.658011
k141_7083	7.1194806	5.2229843
k141_31736	5.8534803	2.8815465
k141_31737	4.6836443	5.6385107
k141_18794	7.1853604	1.9175568
k141_22407	7.964575	1.1624885
k141_7085	2.4778059	4.2587757
k141_26921	3.1798959	4.5197973
k141_3315	6.784448	-5.37669
k141_18795	7.687667	7.654737
k141_31742	6.4152007	4.294755
k141_18796	6.152978	2.7995012
k141_7087	7.6727285	2.4842799
k141_31744	1.4962587	4.863615
k141_11391	6.9332976	5.062879
k141_7088	-0.68621635	4.6593604
k141_3316	3.780905	5.066229
k141_11392	5.7010145	2.9518
k141_7089	-0.8558505	4.6716256
k141_22416	2.8586385	4.2508025
k141_18800	0.7385202	5.5056577
k141_3317	2.7466362	5.133705
k141_11394	8.006549	1.3098758
k141_18802	7.097343	2.3034918
k141_7094	7.3289766	1.862751
k141_11395	3.078828	3.31128
k141_31745	6.1893783	3.4626632
k141_7095	6.402054	6.5348144
k141_3318	4.43999	17.324457
k141_31747	4.4297137	17.11682
k141_11396	8.219062	1.5705017
k141_7096	7.748912	1.6178905
k141_22417	8.373149	1.2458898
k141_18804	1.1152357	4.7607217
k141_31750	7.046074	1.1812366
k141_22419	2.0020978	4.8603597
k141_7097	6.8217554	1.4730349
k141_31751	7.022172	2.0210872
k141_11404	4.965045	4.1164904
k141_18806	5.8929677	-4.963206
k141_3329	6.052515	5.3852925
k141_31753	7.796107	8.138337
k141_11405	5.8718038	-6.734681
k141_11406	0.6018946	5.2743616
k141_26925	7.485784	5.7403374
k141_3330	5.845555	-5.290388
k141_31756	5.74946	-6.3964734
k141_18812	3.191729	5.048589
k141_11408	1.1841639	4.2641234
k141_7106	5.1491714	16.724764
k141_3331	5.3261046	14.735542
k141_7107	5.9108562	-5.6611757
k141_3332	7.5101776	8.189947
k141_31758	7.0244794	6.1554556
k141_26929	6.8037825	5.1027117
k141_26930	0.63871443	5.2298484
k141_31761	5.970588	-6.0850854
k141_7108	7.2120867	6.177662
k141_18814	4.118805	4.643452
k141_3340	8.424281	1.4474397
k141_11420	6.035967	5.958093
k141_3341	3.78695	4.705115
k141_18816	6.726388	-6.523903
k141_26934	5.25534	16.984863
k141_3344	4.7819214	4.4755325
k141_31763	5.136274	17.07137
k141_18817	7.8835225	1.659527
k141_11427	7.3843966	6.35588
k141_26935	5.865517	4.881945
k141_18819	2.815179	4.152802
k141_31769	-2.0005937	4.3585715
k141_26939	3.3171768	5.016083
k141_3348	3.310827	5.206537
k141_31771	0.9576538	4.923053
k141_18822	2.423101	4.7447834
k141_31772	3.405054	5.0651455
k141_11438	6.5768805	6.2078013
k141_18823	5.0332065	5.459666
k141_3350	6.5042753	4.9145813
k141_7123	5.8578672	-6.7152653
k141_26944	7.1067653	1.4142234
k141_7126	6.942698	6.711306
k141_11439	5.1214867	3.3916147
k141_7129	5.2322927	3.8856087
k141_11440	3.654352	4.6756334
k141_31774	2.7366023	4.9180107
k141_7136	5.575484	4.151626
k141_22420	8.81736	5.202782
k141_11443	4.4280167	3.7408962
k141_22421	-0.46860006	4.928048
k141_3352	8.624398	7.23774
k141_11448	5.59866	-4.3616877
k141_26945	5.859802	-6.5713873
k141_31776	6.6614804	5.4930677
k141_26947	6.2039094	4.4990244
k141_31777	4.957996	4.605847
k141_3353	5.7912483	5.231853
k141_7144	5.823071	-6.391895
k141_11451	5.4693546	16.370136
k141_31781	4.030922	3.5736198
k141_22428	5.84728	4.3295436
k141_26951	8.073124	1.1511472
k141_11452	6.488817	3.0911446
k141_3359	6.696588	1.8307848
k141_22430	6.2781672	2.546402
k141_31786	4.5661893	16.963867
k141_3363	4.1945567	4.126118
k141_31789	5.266665	14.920245
k141_26959	7.733584	1.657216
k141_7149	6.981127	3.746
k141_11455	8.816099	7.5840697
k141_31790	6.64063	4.507359
k141_3366	-1.817368	4.374812
k141_26961	1.81421	5.0508895
k141_7153	1.7692182	4.4678564
k141_22432	4.976971	17.087303
k141_3367	7.6436214	1.8392221
k141_11460	1.9328979	4.7413588
k141_31791	8.084192	7.878283
k141_7154	4.071699	4.308334
k141_3368	7.890168	8.466653
k141_26966	4.3990254	16.937752
k141_22435	7.90084	7.52532
k141_31797	1.031123	4.7513576
k141_11466	7.766012	8.253726
k141_3371	5.0467925	16.93519
k141_7164	7.8330197	1.5686121
k141_11473	1.2642955	4.7591968
k141_22440	5.4284296	16.45497
k141_3372	7.367318	5.950384
k141_11475	2.421318	3.9333827
k141_11478	-1.5495902	4.1130424
k141_22442	4.8115244	3.3607037
k141_11479	2.9092927	3.4162273
k141_11480	2.7569952	4.681016
k141_7171	-0.3691803	4.2306585
k141_31811	-1.559854	4.6151557
k141_22444	6.6229787	1.8304099
k141_26991	7.5445657	1.9166626
k141_3380	2.8009536	4.689212
k141_31813	3.0123987	5.011529
k141_11482	1.6557086	4.8253574
k141_7175	5.5380473	5.1676893
k141_31815	4.0896983	3.6958234
k141_22448	7.9547772	7.5782695
k141_7176	1.2753713	4.704781
k141_26994	9.002289	7.581324
k141_22450	4.7528305	5.381378
k141_7177	7.120684	2.1603014
k141_7178	2.4815881	4.7474732
k141_26997	6.531879	3.5254173
k141_3387	5.6248345	-4.42054
k141_26999	6.805836	-4.3296
k141_7182	2.845477	3.7477489
k141_3388	-1.9575608	3.8899047
k141_27000	0.16669662	5.3511343
k141_22454	6.9861164	2.4839144
k141_3391	6.0813985	14.105222
k141_27005	6.2130227	2.3794582
k141_7183	2.408351	5.417984
k141_27008	1.6039584	4.588827
k141_3394	7.505542	5.62226
k141_31816	8.026914	15.02797
k141_27012	0.26304233	6.0605874
k141_7188	5.0183625	4.444092
k141_3399	7.444105	8.066734
k141_31820	6.2681503	2.6624584
k141_27014	8.980673	7.8133426
k141_7190	7.3273187	2.4557164
k141_3406	7.3311687	6.882216
k141_31826	3.3503377	4.0732327
k141_27019	2.5372164	4.880045
k141_27020	0.3562545	5.844952
k141_31831	0.17483203	6.251313
k141_27021	4.3080845	17.3128
k141_3415	5.9221077	-5.0847664
k141_7194	5.054733	17.261837
k141_31834	4.3971777	17.131348
k141_27027	6.572542	6.2483788
k141_27029	3.9517984	4.032645
k141_7195	6.1049914	4.6189804
k141_27031	0.4335644	4.790474
k141_31842	5.9768543	2.7604384
k141_3417	2.6515868	5.427408
k141_7199	6.3109946	2.511236
k141_27032	2.676405	4.6661186
k141_11484	11.282748	6.1542845
k141_14563	8.235806	15.111228
k141_27034	6.3168645	14.33838
k141_3421	1.9220177	4.380749
k141_11485	6.2798977	2.244539
k141_31843	8.125394	5.4906936
k141_3422	1.6287903	4.4312363
k141_11486	-0.8455572	4.3222156
k141_27035	3.826078	3.405261
k141_3424	7.696946	8.273538
k141_31847	1.034141	4.6058016
k141_11489	7.943181	1.2053794
k141_7201	6.0934887	-5.375205
k141_14566	1.7086375	5.3000093
k141_11490	6.476004	14.911599
k141_7202	6.787957	-4.348551
k141_31849	3.3530562	3.8879862
k141_14570	-0.1608501	4.5641294
k141_11493	6.2627172	2.690603
k141_27041	7.4834476	5.2961216
k141_14573	2.9365604	4.7312284
k141_27042	7.0808687	1.8004258
k141_3428	5.833482	-6.539625
k141_7203	4.7386556	17.305147
k141_11495	4.147728	4.8015094
k141_11496	6.070041	5.4187994
k141_3429	6.428267	14.421788
k141_27043	7.8045716	7.237403
k141_14574	1.0708321	5.250361
k141_31853	5.296911	16.70486
k141_11499	5.8528767	3.3195682
k141_14576	6.578779	2.127085
k141_31854	-0.6919458	4.7234797
k141_7209	6.508327	6.7316294
k141_27046	7.03816	1.761198
k141_14579	1.8546622	4.248016
k141_11503	5.807326	5.2606893
k141_3431	8.451656	1.5455228
k141_7211	5.020679	16.956167
k141_27050	6.994491	-5.9060383
k141_27053	5.325345	15.772249
k141_3435	3.3758056	4.9307566
k141_11504	5.849639	-5.192871
k141_31869	7.728493	7.39636
k141_14589	4.8924932	4.723047
k141_27057	0.45084578	5.7001677
k141_3440	6.55979	2.2453709
k141_7213	6.914638	3.5837336
k141_14592	0.3173197	6.0454464
k141_27059	6.2357807	14.513342
k141_7215	3.6546905	3.431998
k141_3444	0.39442527	5.8485007
k141_7216	7.8684335	1.491579
k141_14596	0.67590994	5.115124
k141_27062	5.9295497	-5.546702
k141_27063	0.9762966	5.951827
k141_31883	4.384192	16.829733
k141_7218	-1.7788327	4.3447
k141_3450	-0.8976478	4.653451
k141_7219	4.96757	5.8750987
k141_14600	5.308925	14.946604
k141_11523	1.7766739	5.0573635
k141_27066	6.132309	3.6672204
k141_11524	8.110083	1.0808108
k141_3454	3.678739	4.93449
k141_31890	3.7475603	4.625743
k141_14601	0.8511095	5.0935755
k141_11525	5.333634	5.0486035
k141_31891	5.083328	16.280256
k141_11526	-1.7148079	3.9786835
k141_7222	5.8625035	-6.8116393
k141_27072	7.43783	-5.954495
k141_14603	6.3536696	14.842175
k141_27073	8.015795	1.4418606
k141_3457	-1.6968817	4.430697
k141_31896	5.921413	15.354918
k141_11530	3.0542107	3.8070934
k141_27074	6.3052216	14.209752
k141_31897	0.9299337	4.9481606
k141_3460	1.157393	4.317791
k141_11533	3.8720806	3.5385628
k141_14607	8.89028	7.840894
k141_27079	6.6766677	1.8821828
k141_3463	6.48201	14.931054
k141_31899	7.757017	5.7163906
k141_7231	7.80874	1.445451
k141_11534	7.9774246	8.305026
k141_14608	6.4159594	5.336176
k141_3464	8.340423	1.4239401
k141_31900	4.3193965	17.258526
k141_7233	5.9282184	3.5270402
k141_27081	6.7496924	2.8879747
k141_14611	7.7638206	7.3943706
k141_11539	7.914183	8.516109
k141_31903	2.718813	4.621502
k141_3467	4.2369533	4.7489786
k141_7235	6.9142337	2.1589253
k141_3469	2.2485738	4.9837537
k141_14612	8.2664385	7.2183614
k141_31906	4.5644975	17.029087
k141_27083	9.217357	8.046171
k141_11546	-1.6434867	4.266991
k141_14613	5.407194	16.253483
k141_31909	2.9094691	4.6054773
k141_11548	6.057999	6.0373983
k141_7237	5.124663	17.095997
k141_3477	0.72665083	5.666226
k141_31913	1.2208576	4.7475743
k141_27090	5.437731	4.839663
k141_27091	7.811154	7.5234284
k141_31915	4.565832	3.656745
k141_27093	6.135276	14.367561
k141_11554	2.5732613	4.0882835
k141_14621	7.431251	2.3087564
k141_11555	5.357431	4.999759
k141_7243	-1.7315782	4.224765
k141_3484	7.051876	6.8420196
k141_31923	-0.6435988	4.759853
k141_14623	2.785156	4.8981066
k141_27094	8.291103	1.981305
k141_11559	2.9265976	3.6303942
k141_7247	5.6231427	5.221251
k141_31924	7.176357	4.9013486
k141_14625	5.8785553	2.7529542
k141_3491	3.7600005	4.7536416
k141_27096	-1.8252157	4.2314525
k141_11560	6.2224655	5.7390556
k141_7248	-1.6669294	4.09903
k141_14626	4.8687205	4.619129
k141_31925	4.5455813	17.203045
k141_11563	5.14107	4.6932454
k141_3492	7.012196	2.2397187
k141_11565	-1.7262186	4.174387
k141_27098	5.0362773	17.274769
k141_3495	6.3756127	14.944434
k141_11567	-0.7227817	4.598963
k141_3496	-1.2887328	4.299882
k141_14633	2.4300961	4.477624
k141_11568	7.4046774	-5.86928
k141_31931	6.816516	5.1137857
k141_27099	5.795833	5.579076
k141_14634	3.8153155	5.017691
k141_7254	5.947249	-6.405271
k141_31933	7.39937	2.0995014
k141_14636	5.3989205	4.7269063
k141_27102	4.681269	4.5569506
k141_11569	5.9040656	-6.7183847
k141_3505	6.0146112	4.7236047
k141_14638	2.0569665	4.722304
k141_7258	2.7323785	5.216425
k141_11571	7.9026194	6.7417774
k141_14640	4.2405396	5.4395447
k141_7262	2.4413984	4.4148974
k141_27111	7.7044787	7.4918666
k141_11575	5.7060776	4.127931
k141_18825	8.186536	5.869791
k141_27112	4.6271544	3.6793406
k141_3515	-1.8951496	4.382208
k141_7265	4.033738	5.100114
k141_14643	4.9448013	17.215397
k141_11576	8.398599	1.6722888
k141_31937	8.891797	1.4890945
k141_3518	-0.045656435	4.3879414
k141_11577	5.639687	5.5530543
k141_18829	6.570251	6.1359515
k141_27116	3.6858833	4.871676
k141_11578	2.064834	4.2821064
k141_31938	1.576553	5.362276
k141_14644	6.7250185	6.2821627
k141_27117	6.410026	6.2302113
k141_3523	7.9865737	1.5756806
k141_18830	0.4205905	5.440795
k141_11581	-2.0708044	3.8771603
k141_3524	8.29421	1.7825048
k141_14646	7.072582	6.616368
k141_31942	5.2460184	16.909176
k141_14647	4.6637444	16.954248
k141_3526	3.0648375	5.139366
k141_11584	4.9691687	4.1326733
k141_27127	7.978277	7.062016
k141_11585	-0.377636	4.7946305
k141_7274	5.360032	16.946047
k141_31947	2.4306173	4.5933747
k141_14654	-2.0310738	3.926475
k141_27129	7.2365656	3.529734
k141_18832	7.920262	2.264305
k141_7275	2.894738	5.254732
k141_27131	6.4428277	2.3906033
k141_3530	5.820434	-6.4254775
k141_11588	6.9155974	6.043052
k141_27132	4.1746798	3.7430418
k141_3532	4.057876	4.328891
k141_7278	5.6027803	-4.3621016
k141_3533	6.3193474	4.6240573
k141_27135	6.9168177	4.579424
k141_11589	-1.7882261	4.259302
k141_7280	3.875218	3.5061128
k141_31951	8.519737	1.316481
k141_14664	-0.9026149	4.344302
k141_11591	7.1754093	7.806458
k141_27136	7.048331	6.2750063
k141_3536	7.5318413	2.0235655
k141_18844	5.9355264	-5.2849154
