ID	length	GC	coverage
k141_25798	1242	56.84	5.52979
k141_25800	6928	39.22	5.78132
k141_25802	1326	51.81	6.82051
k141_25812	1341	67.04	7.15585
k141_25820	2161	62.56	6.17723
k141_25824	1261	60.98	4.26408
k141_25825	1538	47.01	6.69831
k141_25836	1540	55.06	7.37597
k141_25841	2938	41.56	5.92308
k141_25846	9217	60.92	8.09222
k141_25853	1126	34.55	4.74423
k141_25855	1694	43.03	4.1222
k141_25856	1813	42.91	4.3679
k141_25860	1593	56.94	6.80226
k141_25875	2401	56.35	7.32736
k141_25876	1032	53.29	3.45833
k141_25880	1240	55.48	4.9371
k141_25887	1797	45.02	6.20868
k141_25889	1078	39.42	5.1039
k141_25890	1166	57.20	4.22899
k141_25895	1255	40.48	4.04861
k141_25897	1018	53.54	4.11493
k141_25898	1748	54.41	4.68364
k141_25902	1434	50.00	3.52929
k141_25904	1544	31.67	4.44495
k141_25911	1603	60.14	7.22832
k141_25913	1505	53.16	9.18538
k141_25914	1310	41.53	4.22214
k141_25916	2546	49.80	11.2227
k141_25918	3193	56.03	5.66395
k141_25922	1416	58.40	5.35028
k141_25923	1317	47.00	3.28702
k141_25926	5785	60.36	6.84322
k141_25932	61461	55.49	22.7926
k141_25936	1005	43.48	3.35721
k141_25946	1092	41.12	14.1062
k141_25950	10143	56.32	7.90644
k141_25953	1586	58.70	11.831
k141_25954	1777	58.19	5.95723
k141_25955	1857	59.34	5.36511
k141_25956	3225	50.26	4.67969
k141_25957	5621	62.00	6.85857
k141_25959	1301	45.20	5.47733
k141_25963	3332	62.36	5.4985
k141_25965	1008	41.87	4.27778
k141_25966	1480	35.61	6.34932
k141_25967	4021	61.20	7.70828
k141_25968	1528	37.24	5.93325
k141_25970	1220	62.13	6.05984
k141_25971	1531	52.45	4.28935
k141_25973	2913	42.50	6.64298
k141_25976	2519	45.14	19.0377
k141_25977	1539	48.41	3.20013
k141_25980	4408	58.85	5.73525
k141_25982	13359	55.27	9.21454
k141_25985	2927	37.27	6.48036
k141_25995	3696	62.77	5.73999
k141_25999	1957	42.62	4.27747
k141_26001	1438	48.89	3.51739
k141_26007	1131	58.36	4.89125
k141_26008	1149	44.21	3.74587
k141_26009	29448	52.54	41.0444
k141_26011	1503	54.96	8.38989
k141_26012	1025	71.51	4.50244
k141_26018	1048	62.21	3.83111
k141_26020	7994	64.15	7.13673
k141_26027	1157	51.86	4.62316
k141_26028	1452	64.19	5.3843
k141_26037	1535	55.18	4.64691
k141_26039	4186	35.43	5.79527
k141_26045	1610	38.01	3.7795
k141_26046	1426	42.71	2.40954
k141_26047	1456	52.54	3.1717
k141_26049	17414	56.02	8.39239
k141_26056	1172	55.72	4.71672
k141_26062	1415	42.54	3.33145
k141_26064	3012	54.95	6.50365
k141_26069	3524	39.33	6.37883
k141_26071	1033	54.79	5.05034
k141_26072	2918	45.44	4.2793
k141_26078	2023	44.54	4.6347
k141_26080	2214	49.86	4.2963
k141_26082	2990	55.12	6.31271
k141_26083	7013	62.53	7.50463
k141_26084	1713	58.44	8.52248
k141_26092	2183	56.34	4.02153
k141_26104	1940	42.42	4.92577
k141_26109	1448	68.16	4.63052
k141_26113	3672	57.30	9.63862
k141_26120	1680	57.38	5.48452
k141_26121	10290	51.58	7.79951
k141_26130	1110	33.78	4.84685
k141_26131	1065	39.62	4.35023
k141_26134	3418	37.16	5.40433
k141_26135	1078	52.97	4.70686
k141_26140	2020	43.81	4.78515
k141_26144	1064	44.74	3.37312
k141_26146	2978	55.94	4.35124
k141_26147	4089	58.65	5.3189
k141_26153	3324	53.04	5.8198
k141_26154	1179	48.26	3.41815
k141_26161	1028	50.78	2.90175
k141_26162	1914	35.63	6.65622
k141_26163	1037	43.49	2.59306
k141_26164	1042	39.73	3.29367
k141_26167	2865	58.25	6.34311
k141_26168	1373	50.62	4.35324
k141_26176	14859	46.03	39.0983
k141_26177	1041	45.92	3.99039
k141_26181	1189	26.75	3.40034
k141_26182	1047	49.86	7.12034
k141_26185	1546	55.30	3.63131
k141_26188	2937	37.49	7.11781
k141_26189	1363	50.48	5.5752
k141_26196	5057	46.94	6.55013
k141_26200	3217	47.47	7.83867
k141_26201	1026	31.29	2.76608
k141_26204	1721	54.50	6.06217
k141_26205	1601	32.73	4.30543
k141_26209	1554	54.18	39.3475
k141_26212	1481	60.70	4.81837
k141_26214	1798	59.12	5.70356
k141_26223	2962	51.96	5.52127
k141_26224	4371	56.81	7.67307
k141_26235	53645	55.65	40.8973
k141_26243	2845	57.75	5.64077
k141_26245	9238	53.55	8.04546
k141_26249	1605	58.32	3.71215
k141_26264	3215	37.82	4.46656
k141_26266	1738	56.44	5.96605
k141_26268	1723	64.13	6.14103
k141_26276	4328	58.16	6.30961
k141_26282	1477	53.55	6.02979
k141_26284	1130	55.40	6.86372
k141_26288	1815	40.50	6.79559
k141_26291	1177	57.35	5.16568
k141_26293	1809	66.94	5.66556
k141_26294	1130	55.40	3.42035
k141_26297	1152	50.52	4.65538
k141_26300	1726	41.02	3.52839
k141_26303	11642	59.99	7.0603
k141_26304	1154	53.81	3.62305
k141_26305	3097	54.28	5.35034
k141_26306	2408	59.22	6.66611
k141_26309	1468	27.59	2.52452
k141_26310	1075	29.95	3.05953
k141_26312	3600	62.50	8.58667
k141_26313	1231	54.43	4.47847
k141_26314	7722	58.91	8.53121
k141_26323	1093	31.47	4.5151
k141_26325	1028	44.36	3.92412
k141_26326	7011	52.87	7.28655
k141_26338	1305	46.21	5.70728
k141_26343	1381	57.49	7.74728
k141_26347	5727	65.93	6.44875
k141_26349	1317	64.69	6.35991
k141_26356	8157	58.72	6.88145
k141_26357	1212	56.27	7.2566
k141_26364	1929	51.37	4.67289
k141_26365	4428	47.02	4.71522
k141_26374	1766	50.17	6.9111
k141_26375	4086	67.77	6.31938
k141_26376	1047	43.46	3.27412
k141_26380	1171	43.72	4.58241
k141_26381	5715	43.78	13.8845
k141_26383	3110	50.19	4.67749
k141_26385	2020	57.23	5.16881
k141_26392	1235	46.72	4.22024
k141_26394	1238	60.34	21.378
k141_26396	1054	49.15	4.66319
k141_26398	2033	58.98	5.92671
k141_26405	4948	51.78	12.6063
k141_26409	1196	59.95	5.18311
k141_26413	1597	50.47	4.11083
k141_26415	1595	49.28	4.93417
k141_26416	1009	67.29	3.63231
k141_26420	1046	40.06	4.55641
k141_26422	116937	34.62	13.269
k141_26434	1267	59.83	8.29676
k141_26438	1199	64.97	4.08674
k141_26439	1722	59.70	8.28571
k141_26442	1757	60.79	8.37564
k141_26443	2629	35.34	5.13655
k141_26444	2101	59.11	6.04046
k141_26446	2248	64.15	7.10409
k141_26448	1285	46.85	8.19611
k141_26451	2062	28.95	3.38458
k141_26453	1879	61.31	6.87068
k141_26454	2739	60.83	5.30705
k141_26455	3357	44.71	4.89395
k141_26458	1821	30.37	3.60077
k141_26465	1582	50.00	4.50759
k141_26468	2696	56.38	5.07122
k141_26472	3707	52.47	10.3172
k141_26473	1715	54.17	4.00408
k141_26474	1606	41.16	6.16127
k141_26475	190408	52.23	23.7927
k141_26477	5104	61.03	7.58229
k141_26478	1036	59.85	3.6139
k141_26482	4472	55.61	7.21601
k141_26483	1115	54.89	4.27534
k141_26486	1374	55.60	13.869
k141_26491	1008	51.88	5.7371
k141_26500	1222	47.55	5.12357
k141_26504	1193	52.89	6.12992
k141_26505	1060	32.45	6.74245
k141_26508	6809	59.41	9.01101
k141_26509	2088	62.02	4.9181
k141_26512	1602	55.74	4.93196
k141_26517	1557	59.09	4.98266
k141_26523	1123	59.22	5.17186
k141_26524	3168	60.70	16.3027
k141_26525	1391	34.80	3.52408
k141_26528	1640	56.40	4.90122
k141_26533	4568	58.84	11.604
k141_26534	1267	52.96	5.39305
k141_26535	17790	60.19	18.1324
k141_26539	2323	49.50	5.1907
k141_26540	2011	54.15	5.34262
k141_26545	2075	47.86	3.93398
k141_26551	5631	46.60	5.05381
k141_26552	1555	53.12	3.16785
k141_26556	4392	58.93	9.79986
k141_26557	1169	46.71	4.19675
k141_26560	4336	65.71	7.87085
k141_26561	1408	42.12	3.91619
k141_26564	1019	45.24	6.52895
k141_26566	4230	58.61	5.56809
k141_26568	2150	36.42	5.50419
k141_26571	1127	50.13	2.78616
k141_26572	1669	69.56	5.04853
k141_26573	2867	46.29	7.6376
k141_26576	1058	57.37	20.3223
k141_26585	1365	47.69	4.37949
k141_26588	1306	69.60	6.0023
k141_26589	1259	59.33	5.09214
k141_26590	1666	30.25	11.5456
k141_26592	1229	61.11	6.12531
k141_26595	1171	47.48	4.04526
k141_26596	2840	63.42	5.48451
k141_26598	3192	61.15	4.75094
k141_26602	4029	55.45	10.5056
k141_26603	1059	49.01	4.36261
k141_26607	1043	57.14	3.44104
k141_26608	4160	57.88	6.77212
k141_26609	1441	55.59	7.4254
k141_26615	4423	63.33	6.41601
k141_26619	2527	45.43	5.26078
k141_26621	1050	41.05	3.41238
k141_26622	5296	65.92	7.07949
k141_26633	5725	60.19	6.98777
k141_26637	3401	57.92	5.91708
k141_26643	1195	52.97	3.11464
k141_26653	26947	54.69	8.40858
k141_26656	1100	47.45	3.64909
k141_26657	4777	56.10	6.29977
k141_26660	1154	42.37	4.14211
k141_26662	6998	56.16	14.4144
k141_26673	1253	44.69	3.33839
k141_26674	1113	38.72	3.72956
k141_26675	1306	52.68	4.56355
k141_26676	1785	56.13	4.94118
k141_26678	3128	61.09	7.4626
k141_26681	1520	42.83	4.41711
k141_26682	1483	59.74	5.86716
k141_26683	3745	50.49	3.86382
k141_26691	1455	56.70	6.75189
k141_26699	1096	65.33	5.96624
k141_26700	2279	49.89	6.06538
k141_26703	3046	58.34	7.55581
k141_26718	1036	61.49	4.43822
k141_26722	1130	45.75	3.56814
k141_26725	1992	71.23	5.58082
k141_26726	1475	40.54	3.04542
k141_26728	1823	56.23	6.13933
k141_26730	138075	48.11	38.1632
k141_26731	15020	42.08	8.2014
k141_26737	1014	43.20	3.89448
k141_26743	1090	41.56	2.81835
k141_26749	2273	54.99	5.42103
k141_26752	1132	60.51	4.05477
k141_26759	1232	34.01	39.6461
k141_26764	1283	69.99	4.06469
k141_26771	1219	67.76	4.39869
k141_26776	1450	54.97	9.00138
k141_26782	2545	55.09	5.88919
k141_26783	1009	52.43	5.0337
k141_26786	8129	45.11	35.9854
k141_26789	1147	37.75	4.08021
k141_26790	1336	48.80	2.78967
k141_26802	1529	52.52	6.44474
k141_26803	2713	52.89	6.72171
k141_26804	1088	55.06	5.88327
k141_26806	1053	49.48	4.08832
k141_26810	1724	52.61	4.84687
k141_26813	2376	45.66	4.13636
k141_26816	3149	59.19	5.5262
k141_26818	1311	49.35	4.97483
k141_26821	4136	58.00	15.8441
k141_26826	1649	46.21	6.63129
k141_26827	1033	55.28	4.61471
k141_26828	2921	61.18	4.73776
k141_26830	2170	26.45	2.75438
k141_26834	1070	62.06	5.99813
k141_26837	3390	44.48	6.53392
k141_26839	1830	61.97	5.03825
k141_26841	2161	62.66	4.20407
k141_26844	1880	55.53	4.76489
k141_26845	6025	57.88	5.20232
k141_26850	3677	59.53	5.78325
k141_26851	1362	47.65	3.4721
k141_26854	2087	63.44	6.77384
k141_26856	1851	55.86	3.71151
k141_26866	2127	51.29	3.08698
k141_26868	1062	53.30	3.93032
k141_26870	3472	49.28	5.77391
k141_26873	3897	56.48	5.59995
k141_26874	1423	47.51	3.56922
k141_26882	1037	62.97	5.32594
k141_26885	1111	43.20	5.10981
k141_26899	1124	27.40	3.44395
k141_26902	1288	54.50	3.78649
k141_26903	1299	61.66	2.72979
k141_26907	4796	66.06	6.56422
k141_26912	1950	57.49	5.42821
k141_26913	1497	55.98	4.07749
k141_26916	1208	50.25	8.36258
k141_26921	1157	47.36	4.63181
k141_26925	17350	52.87	35.579
k141_26929	2518	57.15	5.59134
k141_26930	1176	41.41	5.44983
k141_26934	4664	39.13	5.37714
k141_26935	2854	52.70	6.21268
k141_26939	3036	46.61	4.25988
k141_26944	1094	57.31	5.01737
k141_26945	10369	63.38	7.46475
k141_26947	1656	54.35	7.60205
k141_26951	2044	60.08	5.16487
k141_26959	1056	63.45	3.34659
k141_26961	2396	43.20	6.7379
k141_26966	1150	41.65	5.16435
k141_26991	1723	57.81	3.89379
k141_26994	3472	60.66	5.02592
k141_26997	1932	55.64	3.39286
k141_26999	1148	62.63	2.30575
k141_27000	1587	38.00	5.84562
k141_27005	1229	53.30	6.30838
k141_27008	1571	46.28	4.08148
k141_27012	1039	33.01	3.56785
k141_27014	3729	62.40	5.49933
k141_27019	1324	42.82	6.19637
k141_27020	1022	33.27	4.65949
k141_27021	2597	44.74	7.15056
k141_27027	1069	54.54	4.56688
k141_27029	1572	48.03	7.5159
k141_27031	1329	40.26	3.91648
k141_27032	2834	45.94	4.55893
k141_27034	1243	22.20	4.5358
k141_27035	2276	49.52	5.30536
k141_27041	4249	55.05	11.8153
k141_27042	1300	58.85	5.80308
k141_27043	2069	60.42	5.58192
k141_27046	2867	57.83	5.91001
k141_27050	1243	67.26	6.80209
k141_27053	1171	33.13	5.85909
k141_27057	1459	36.19	5.30912
k141_27059	1366	26.94	3.61274
k141_27062	2840	61.16	6.65352
k141_27063	1110	41.98	3.73243
k141_27066	2945	54.91	5.13345
k141_27072	1092	73.17	2.95971
k141_27073	1249	64.05	5.45316
k141_27074	1613	24.36	3.98822
k141_27079	1289	56.71	3.56943
k141_27081	3286	55.26	4.98022
k141_27083	4407	63.24	7.24166
k141_27090	1591	52.17	3.17348
k141_27091	1104	71.65	4.04801
k141_27093	1239	29.94	2.88136
k141_27094	4050	57.75	7.00716
k141_27096	1472	45.52	5.8716
k141_27098	4817	39.65	6.68445
k141_27099	2913	50.74	5.71164
k141_27102	1700	50.94	7.35059
k141_27111	1767	62.42	3.7459
k141_27112	1356	50.59	4.2972
k141_27116	2268	46.65	4.92196
k141_27117	1554	57.14	4.23359
k141_27127	2577	61.23	5.43035
k141_27129	2187	59.40	4.91404
k141_27131	1086	57.00	4.51105
k141_27132	1217	51.77	3.64996
k141_27135	1125	58.93	7.80444
k141_27136	2571	58.07	6.13147
k141_27138	2906	58.53	4.4969
k141_27140	1404	34.40	3.69516
k141_27141	2568	28.47	12.3322
k141_27148	1140	30.70	2.75351
k141_27149	4753	54.43	10.8944
k141_27150	1115	51.39	3.47803
k141_27151	1112	58.54	4.66007
k141_27153	1097	37.28	4.08933
k141_27160	1384	57.37	2.79263
k141_27161	1192	48.57	4.00923
k141_27162	4917	64.23	5.96705
k141_27176	2342	63.71	7.15158
k141_27179	1278	54.93	4.43584
k141_27182	69551	48.75	38.1165
k141_27183	1519	44.96	4.85056
k141_27187	2023	41.03	4.72516
k141_27189	8236	62.37	6.62008
k141_27191	1304	66.49	6.3704
k141_27192	2659	45.58	7.10568
k141_27195	2888	60.04	4.99896
k141_27196	2035	56.02	5.50713
k141_27204	1836	60.84	5.17157
k141_27205	2238	59.96	5.24978
k141_27206	2666	51.91	7.57389
k141_27208	1667	54.23	4.21776
k141_27212	1352	60.87	5.47041
k141_27214	3404	45.04	5.33872
k141_27216	1967	45.75	5.08439
k141_27224	1378	56.10	6.36865
k141_27226	1070	37.94	3.89533
k141_27228	1561	63.81	5.62908
k141_27230	1129	47.30	4.35961
k141_27233	1220	59.92	4.97623
k141_27235	6270	56.27	7.38421
k141_27237	5502	52.93	6.16249
k141_27242	1106	33.54	5.37342
k141_27243	5206	52.88	7.66788
k141_27244	2689	59.32	4.04128
k141_27247	4311	49.59	6.80167
k141_27251	1120	53.93	5.3
k141_27253	2869	46.32	5.82015
k141_27259	1253	51.64	4.37031
k141_27267	1139	24.58	3.27744
k141_27268	2693	51.91	4.09061
k141_27276	1109	27.86	2.27322
k141_27277	15166	55.02	8.14592
k141_27278	1016	61.32	4.09744
k141_27284	1467	45.47	4.54942
k141_27285	1157	64.04	6.96889
k141_27288	1727	58.08	8.25246
k141_27293	2047	52.42	11.4279
k141_27295	5762	58.17	5.85196
k141_27297	5111	54.67	5.99902
k141_27304	6044	58.65	7.15718
k141_27306	1123	45.15	2.65628
k141_27307	10167	59.83	9.41615
k141_27308	1521	50.10	3.61407
k141_27309	1565	53.35	5.34569
k141_27310	1227	51.26	6.92991
k141_27311	2110	47.49	5.34692
k141_27315	1393	53.41	11.677
k141_27317	1345	52.79	6.2803
k141_27318	1373	54.19	3.1595
k141_27326	3010	59.77	6.38339
k141_27328	2877	59.40	10.7908
k141_27337	1074	43.02	4.16667
k141_27339	1043	64.33	4.279
k141_27341	1090	62.75	3.36972
k141_27343	1347	46.77	3.97699
k141_27345	1463	27.96	3.46617
k141_27349	1100	57.82	3.64455
k141_27351	1673	48.12	5.16617
k141_27353	1121	53.52	5.72168
k141_27359	3319	65.23	6.36999
k141_27361	1277	31.09	3.85904
k141_27362	1235	46.64	4.07935
k141_27377	7496	61.18	6.11059
k141_27380	1143	26.16	4.17148
k141_27388	4082	40.79	6.68373
k141_27389	1922	55.88	5.89802
k141_27392	1179	47.50	4.51484
k141_27394	1230	48.54	5.78943
k141_27397	1385	49.53	4.20505
k141_27398	5535	41.59	6.49088
k141_27405	1058	46.88	3.66257
k141_27408	2301	52.41	4.59757
k141_27410	1240	54.84	4.19677
k141_27413	2871	47.61	6.17903
k141_27415	8524	60.56	6.83048
k141_27418	1276	57.13	6.74451
k141_27419	10266	53.95	6.78463
k141_27421	1944	62.81	6.73817
k141_27422	1204	55.23	3.44684
k141_27425	1087	56.30	4.66513
k141_27426	2915	57.39	6.04117
k141_27427	4152	53.42	5.35236
k141_27429	2824	54.32	5.25708
k141_27434	1013	44.82	4.40474
k141_27436	1362	61.82	4.37078
k141_27439	12803	61.47	8.17152
k141_27440	4435	61.29	6.29087
k141_27447	11733	54.83	7.31322
k141_27448	1750	48.17	5.55486
k141_27450	2264	60.38	4.33436
k141_27454	1054	53.98	8.02087
k141_27457	2120	26.56	4.26934
k141_27462	1348	45.70	3.32196
k141_27464	2950	57.66	5.91525
k141_27471	1153	43.80	4.14657
k141_27472	2917	41.10	5.07576
k141_27474	1937	53.74	5.69386
k141_27477	1711	52.07	9.75687
k141_27480	3495	62.40	6.62604
k141_27486	4256	62.71	7.32801
k141_27492	3988	64.72	6.46088
k141_27494	1012	53.56	4.13933
k141_27496	1472	43.95	3.92731
k141_27498	3231	49.03	5.24698
k141_27505	3554	52.84	4.40518
k141_27508	1152	58.16	7.70833
k141_27512	1697	55.45	6.03477
k141_27514	1637	59.32	6.19243
k141_27515	2263	43.08	3.03358
k141_27520	4709	59.42	14.1966
k141_27525	1322	56.05	9.15885
k141_27527	1245	54.70	7.39277
k141_27531	1073	57.69	4.16682
k141_27533	2035	66.04	3.7317
k141_27534	1147	62.51	5.69834
k141_27536	1278	56.26	4.79108
k141_27542	2085	63.36	8.40863
k141_27545	2011	44.16	5.05221
k141_27549	1053	45.87	4.10826
k141_27553	1117	46.37	3.86929
k141_27561	1467	60.46	4.65917
k141_27563	6131	60.68	7.61426
k141_27564	1008	56.25	4.84722
k141_27565	1620	52.90	6.07407
k141_27571	4056	61.66	5.77564
k141_27573	1182	60.58	5.65651
k141_27577	1031	52.38	3.58584
k141_27588	1102	45.28	3.77586
k141_27589	2751	52.49	5.89713
k141_27590	2215	59.82	7.05598
k141_27591	1041	51.01	3.71854
k141_27592	3114	56.39	5.81856
k141_27594	3396	63.16	6.26296
k141_27602	4687	63.56	6.82761
k141_27604	1068	52.81	32.9007
k141_27605	1129	43.22	3.29849
k141_27609	1072	46.46	5.69496
k141_27610	1778	54.44	4.53318
k141_27614	1025	42.83	4.08293
k141_27617	2963	62.03	6.13534
k141_27620	6398	40.87	6.79275
k141_27622	1071	52.94	2.78151
k141_27623	1471	63.90	4.43372
k141_27628	1101	63.03	5.396
k141_27629	17699	41.27	7.67004
k141_27631	1458	60.56	5.70919
k141_27632	3238	59.02	5.74182
k141_27633	10588	64.51	7.55846
k141_27634	1490	60.47	6.38322
k141_27636	1675	56.48	6.13075
k141_27639	7404	57.82	6.53296
k141_27640	4149	36.88	5.06797
k141_27643	1159	36.24	2.69802
k141_27648	4685	50.31	4.67577
k141_27655	1477	67.37	4.60054
k141_27656	1097	47.86	3.39198
k141_27662	2214	57.68	4.83875
k141_27664	1411	61.66	3.38909
k141_27669	1871	57.24	5.4217
k141_27672	2287	58.64	7.61434
k141_27673	2003	58.01	4.98303
k141_27678	9021	42.25	7.88571
k141_27679	1122	52.23	2.78788
k141_27680	2001	53.12	4.61069
k141_27683	1438	57.37	6.30946
k141_27690	1469	39.14	4.258
k141_27694	8366	52.68	5.3268
k141_27696	1621	52.13	7.15793
k141_27697	1843	62.89	5.21053
k141_27699	1587	66.60	3.62949
k141_27707	3083	62.21	5.62245
k141_27711	1194	69.10	4.22948
k141_27717	1013	60.32	5.43534
k141_27719	2948	52.99	11.0631
k141_27725	2390	63.77	4.49833
k141_27726	5035	57.24	6.21609
k141_27741	3513	52.83	5.80359
k141_27742	2214	54.61	5.18654
k141_27743	2064	36.92	4.39486
k141_27748	3122	47.95	18.3402
k141_27750	2169	52.37	4.39465
k141_27754	1339	29.50	4.01718
k141_27765	2181	36.59	7.30628
k141_27769	3126	59.82	6.22617
k141_27770	202215	33.33	12.88
k141_27775	1025	22.15	2.84585
k141_27776	1159	54.62	3.82744
k141_27779	1552	55.35	4.47358
k141_27783	3142	57.45	15.6935
k141_27784	3194	43.21	6.2943
k141_27786	1479	47.60	4.90467
k141_27789	2607	62.79	4.67626
k141_27790	1397	36.08	4.05941
k141_27794	3825	42.43	7.73176
k141_27802	1154	53.99	3.7591
k141_27808	1277	58.26	3.49491
k141_27818	1117	56.76	4.2641
k141_27820	1639	54.91	4.00854
k141_27821	113549	52.74	38.9443
k141_27824	1819	66.90	6.97966
k141_27829	1907	49.82	5.07236
k141_27832	1217	59.74	4.01643
k141_27835	1840	59.78	5.86739
k141_27837	6592	30.40	5.43947
k141_27838	4435	54.88	16.0451
k141_27839	1217	36.32	3.86935
k141_27841	1418	60.93	5.87377
k141_27843	2842	51.65	5.6031
k141_27846	2325	46.71	5.38409
k141_27852	3931	55.84	5.69448
k141_27853	7166	39.07	6.14666
k141_27854	1281	26.62	2.79547
k141_27855	1512	59.85	4.21561
k141_27857	1091	42.44	5.56462
k141_27860	2768	49.24	4.79624
k141_27861	2787	66.34	6.55149
k141_27865	8109	55.86	6.65927
k141_27871	1742	51.26	3.93743
k141_27872	3715	46.22	6.61642
k141_27873	1537	49.32	4.39753
k141_27877	3503	66.09	5.86355
k141_27881	2304	51.78	5.19922
k141_27883	4368	51.33	5.42216
k141_27884	1790	49.78	7.82123
k141_27887	3720	49.33	6.49677
k141_27889	3931	64.08	8.53956
k141_27894	2451	58.75	7.17217
k141_27897	1303	56.33	4.9033
k141_27902	1034	64.12	4.17892
k141_27906	1208	18.21	3.2053
k141_27910	1265	28.38	3.54308
k141_27922	1623	49.48	10.4596
k141_27923	1226	48.21	6.18515
k141_27924	1177	39.76	3.43076
k141_27934	4536	64.79	8.70789
k141_27935	2322	58.31	6.07838
k141_27936	1041	53.03	6.73007
k141_27938	1990	63.47	5.4603
k141_27944	4580	47.93	6.50917
k141_27945	10058	53.11	8.51163
k141_27947	3981	60.84	5.81939
k141_27948	3102	60.61	4.82946
k141_27951	2543	54.50	17.0983
k141_27952	1031	45.49	3.613
k141_27957	1508	60.08	4.25199
k141_27962	1362	45.23	4.38326
k141_27969	1132	54.42	4.74558
k141_27975	1427	59.29	2.8157
k141_27985	1176	67.60	3.01956
k141_27986	3213	43.92	4.95767
k141_27988	1889	49.92	4.17311
k141_27991	1045	42.20	5.2622
k141_27996	2368	44.09	5.77745
k141_27997	2118	49.06	4.08499
k141_28002	1563	41.39	3.53871
k141_28004	1714	55.78	4.30163
k141_28008	2846	52.42	7.8981
k141_28010	1047	49.09	7.53391
k141_28014	14697	56.67	8.54038
k141_28015	3259	40.07	7.80577
k141_28021	1187	39.26	3.77759
k141_28027	1376	40.19	3.68605
k141_28031	1123	45.33	4.93054
k141_28032	1319	57.85	6.9909
k141_28038	1272	44.50	4.34513
k141_28041	1384	43.35	4.75145
k141_28042	1136	44.98	3.27905
k141_28043	1636	34.84	4.46699
k141_28044	1276	62.07	4.19984
k141_28045	1244	40.76	3.11897
k141_28051	1622	47.29	5.58323
k141_28052	1942	49.54	6.12976
k141_28060	1182	58.80	4.13452
k141_28064	1549	55.52	6.90704
k141_28065	1203	51.21	3.71571
k141_28074	6143	40.31	6.74263
k141_28077	6021	47.35	4.37618
k141_28089	3286	53.32	49.4437
k141_28090	1712	35.75	5.73014
k141_28092	1827	50.52	5.31199
k141_28095	2028	56.90	4.0646
k141_28096	2106	58.50	31.5451
k141_28097	1090	23.76	3.01101
k141_28102	8529	55.89	7.90925
k141_28104	1271	22.97	4.31786
k141_28108	1048	30.53	3.70802
k141_28109	1086	33.98	39.1335
k141_28117	3079	37.77	4.74018
k141_28118	1821	54.04	2.93245
k141_28119	1168	33.22	4.46661
k141_28122	1762	48.92	5.66402
k141_28123	1073	45.39	6.49581
k141_28125	2366	32.33	8.87828
k141_28127	1161	42.46	4.61671
k141_28132	2390	38.83	4.47908
k141_28133	1130	41.06	4.49823
k141_28135	5049	61.89	8.05328
k141_28136	1077	54.13	3.87929
k141_28138	1481	52.80	35.2316
k141_28139	1062	62.34	4.35311
k141_28141	1310	38.32	6.94809
k141_28144	1088	50.55	4.34191
k141_28146	1110	41.35	3.05766
k141_28154	4154	48.53	8.61026
k141_28158	4117	64.12	5.94535
k141_28160	1149	54.83	3.45866
k141_28164	2416	48.55	4.62086
k141_28165	2487	64.86	4.47447
k141_28171	1802	40.51	5.55105
k141_28172	1614	42.38	5.6233
k141_28176	2108	31.12	12.0361
k141_28179	2235	51.54	6.65235
k141_28181	1369	56.25	4.78671
k141_28187	1215	57.61	7.20082
k141_28189	2058	55.78	19.397
k141_28190	1110	64.41	4.04234
k141_28192	1211	44.59	4.67135
k141_28199	1407	40.37	4.77825
k141_28202	1218	56.40	2.32677
k141_28203	1022	27.30	3.06654
k141_28206	2938	40.20	5.27468
k141_28207	1195	49.96	108.166
k141_28211	2318	64.28	5.38438
k141_28215	2630	49.35	6.40304
k141_28218	1785	54.79	29.8622
k141_28219	5278	48.64	5.3147
k141_28220	1379	51.41	5.73096
k141_28222	1625	65.85	5.6
k141_28223	4062	48.33	5.9067
k141_28225	3118	49.17	5.86337
k141_28226	5700	68.14	7.64737
k141_28229	15766	40.25	8.07554
k141_28232	6077	39.54	5.54139
k141_28233	1168	62.93	5.48459
k141_28234	1257	53.54	2.9459
k141_28236	1012	44.96	6.4753
k141_28238	3302	56.21	7.63749
k141_28241	1613	39.86	4.50465
k141_28246	4523	39.49	4.89166
k141_28252	1489	43.25	5.11014
k141_28254	3878	52.19	5.06808
k141_28255	6798	44.31	7.35481
k141_28257	1035	43.19	4.04348
k141_28259	1636	46.94	4.93093
k141_28260	1217	54.81	3.30649
k141_28262	2566	51.95	4.04287
k141_28268	2354	53.57	6.06839
k141_28269	6885	53.06	8.21801
k141_28271	1256	20.54	3.80494
k141_28275	1876	36.57	4.13753
k141_28280	2689	62.85	7.582
k141_28284	2910	41.34	6.15395
k141_28285	1027	51.02	2.29601
k141_28286	1055	56.02	6.0455
k141_28288	1162	30.55	5.22031
k141_28294	1423	26.21	4.19747
k141_28295	1230	21.46	2.86667
k141_28304	1470	61.22	3.04558
k141_28308	1598	64.02	6.12954
k141_28313	3304	48.85	15.316
k141_28315	1642	56.15	6.27284
k141_28317	1940	50.93	5.71649
k141_28319	1009	59.46	7.03469
k141_28321	1131	21.93	4.08576
k141_28331	19346	61.81	7.32746
k141_28340	5525	54.30	25.4948
k141_28341	1871	33.67	2.94762
k141_28344	2496	32.01	17.3009
k141_28347	6308	60.59	5.60938
k141_28349	1226	64.68	5.969
