id	x	y	length	gc	coverage	orfs	ssus	mapped	taxon|d	phylum	class	order	family	genus	virulence	resistance	plasmid	virus
12883	-20.378938	2.022950	2023	41.13	7.907	2	0	60.36	Blautia sp. CAG:237									
12906	-15.130410	-17.098860	1411	43.59	9.489	1	0	66.04	Clostridiales									
12907	-18.639787	-19.674377	1411	47.98	10.193	1	0	60.61	Clostridiales									
12912	-17.568770	32.232453	1411	40.26	7.602	1	0	100.00	Firmicutes bacterium CAG:41	Firmicutes								
12941	-13.353605	12.854521	1408	38.64	8.472	2	0	91.57	Anaerostipes hadrus	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes				
12963	-14.135268	-20.721105	1405	46.12	7.710	1	0	0										
12980	4.573477	23.217966	1404	29.13	6.736	3	0	83.56	bacterium LF-3									
12983	9.603087	27.406528	1404	28.92	5.632	1	0	100.00	Clostridium	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
13004	19.135894	-7.149570	1402	45.93	8.693	1	0	12.50	Candidatus Saccharibacteria oral taxon TM7x									
13006	10.066021	0.510345	1402	43.30	10.343	1	0	0										
13130	-22.392628	-19.721082	1390	44.39	10.747	1	0	36.36	Clostridiales									
13158	4.677812	-26.308165	1386	57.29	5.691	3	0	0										
13195	-14.462781	-12.601819	1384	44.58	184.059	1	0	99.37	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
13200	20.818719	9.335813	1383	42.08	7.576	1	0	92.21	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
13247	8.489644	28.355919	1379	30.02	8.737	0	0	2.41	Clostridium perfringens									
13254	28.633149	4.494524	1378	42.31	18.499	1	0	98.96	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
13260	-15.654599	-19.124514	1378	45.94	9.770	2	0	98.08	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
13284	31.970602	0.254550	1376	44.77	20.165	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
13359	30.980772	3.591969	1371	42.09	11.182	2	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
13386	2.805660	20.106102	1367	30.36	12.091	3	0	30.17	Lachnospiraceae bacterium 5_1_63FAA									
13394	24.532883	3.535440	1366	40.34	7.136	1	0	89.61	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
13395	28.244040	-22.553703	1366	61.05	6.240	1	0	100.00	Eggerthella	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella				
13412	-22.016025	-11.371979	1365	44.69	138.840	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
13420	13.166239	-12.725971	1364	51.10	8.315	1	1	67.06	Coriobacteriia									
13448	15.308820	-21.543618	1362	55.43	3.794	1	0	68.57	Gordonibacter pamelaeae									
13481	-4.048554	-7.707913	1359	43.93	11.135	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
13492	22.177207	2.270426	1358	41.46	7.443	3	0	20.45	Streptococcus parasanguinis									
13500	-0.416580	-18.775462	1357	48.56	6.655	1	0	0										
13511	7.954233	23.939514	1356	27.21	4.262	2	0	100.00	Clostridium	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
13518	7.863126	-17.045469	1355	48.12	9.121	1	0	100.00	Parabacteroides	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides				
13519	-12.002511	-12.106360	1355	44.50	6.502	1	0	6.45	Clostridiales									
13527	6.869657	27.923272	1354	27.84	8.607	1	0	0										
13530	35.716136	0.075379	1354	51.55	12.593	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
13571	-14.486264	-23.058502	1350	49.04	4.524	3	0	84.09	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
13578	-4.002022	-8.271811	1349	45.74	8.713	2	0	44.92	Blautia									
13585	31.823543	9.344480	1349	42.33	10.737	1	0	98.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
13624	-11.118056	-8.054467	1346	43.31	11.142	1	0	6.73	Blautia sp. CAG:237									
13642	5.338627	28.966471	1345	26.54	8.497	1	0	2.35	Clostridium sartagoforme									
13645	-1.782739	9.630982	1345	34.65	9.701	1	0	8.70	Firmicutes									
13653	7.584042	26.536680	1344	26.71	7.717	1	0	2.47	Candidatus Clostridium anorexicamassiliense									
13658	-16.824560	-13.002348	1344	42.93	137.057	0	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
13663	8.424228	26.773275	1343	28.59	10.402	1	0	0										
13666	-17.955638	-2.634173	1343	42.14	155.191	1	0	98.76	Clostridiales	Firmicutes	Clostridia	Clostridiales						
13670	6.040362	-22.827608	1343	59.72	4.242	1	0	0										
13682	24.577315	-7.073831	1342	49.33	7.201	0	0	0										
13736	-7.212339	6.011930	1337	38.37	8.592	1	0	97.59	Dorea longicatena	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
13746	3.030922	30.345811	1337	22.44	12.664	1	0	0										
13751	-16.530637	-15.864593	1336	44.91	5.900	1	0	100.00	Eubacterium sp. CAG:146	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
13855	-7.523006	-9.435997	1328	42.92	8.030	1	0	0										
13868	30.423275	-25.776631	2252	63.90	13.953	2	0	95.59	Adlercreutzia equolifaciens	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia				
13915	14.945319	-27.188083	1322	58.55	8.547	2	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
13922	18.713568	2.622804	1321	43.07	7.231	2	0	0										YP_002925153,YP_009220172
13929	6.870018	-11.074232	1320	45.15	7.609	1	0	100.00	Bacteroidales	Bacteroidetes	Bacteroidia	Bacteroidales						
13967	17.776254	11.352885	1317	37.74	10.689	2	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
14010	-3.865201	6.650126	1313	37.55	34.890	1	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
14059	-18.939296	-8.233826	1308	43.35	89.825	1	0	99.88	Clostridiales	Firmicutes	Clostridia	Clostridiales						
14157	32.624806	6.158014	1300	41.00	15.458	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
14166	35.655236	1.930251	1299	48.27	9.785	2	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
14183	-9.502361	-9.148780	1298	41.14	6.381	1	0	17.19	Streptococcus australis									
14191	-14.040522	10.604210	1298	39.52	10.253	1	0	100.00	Firmicutes	Firmicutes								YP_009015561
14236	-11.860698	10.754462	1294	37.79	9.073	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
14258	5.058959	3.611115	2007	41.01	7.640	1	0	78.64	Solobacterium moorei	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium				
14294	-10.158917	-4.813216	1288	42.47	7.380	1	0	8.96	Lachnospiraceae									
14315	8.031807	8.593107	1287	39.63	5.572	0	0	96.00	Solobacterium moorei	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium				
14321	8.373913	21.720147	1286	33.90	8.889	1	0	32.50	Clostridiales									
14322	-16.013924	-4.515312	1286	43.47	5.982	1	0	0										
14411	-7.214299	-27.503128	1279	54.34	6.704	1	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				NP_543071
14413	-0.688143	-3.691537	1279	40.66	101.332	2	0	100.00	Blautia wexlerae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
14417	-18.445743	-18.411704	1278	43.51	13.257	2	0	23.93	Blautia									
14429	7.317292	12.806288	1277	32.65	9.654	1	0	0										
14472	25.669480	13.041610	1275	42.04	6.906	1	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
14477	-3.233863	2.507843	1274	40.11	7.550	1	0	100.00	Eubacterium sp. CAG:146	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
14479	-25.033015	-21.583793	1274	48.12	9.776	1	0	100.00	Dorea formicigenerans	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
14485	-13.511426	-11.874592	1274	46.70	9.614	1	0	0										
14533	32.881974	0.813382	1269	46.57	5.736	1	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
14561	-10.498100	-2.423438	1268	39.20	7.625	2	0	64.00	Firmicutes									
14563	-10.956498	8.277094	1268	41.40	7.062	1	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
14579	-14.140422	-12.750976	1267	47.67	3.993	1	0	0										
14630	-15.523522	-5.398246	1263	41.25	5.162	2	0	0										
14656	-3.863162	-5.135394	1261	40.92	9.117	1	0	0										
14658	-14.690056	-23.474010	1261	48.85	4.125	1	0	33.33	Blautia sp. CAG:37									
14697	12.952244	-24.645727	1258	51.67	7.147	1	0	97.06	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
14767	20.187020	-21.674742	1253	62.01	5.652	2	0	100.00	Actinomyces sp. S6-Spd3	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces				
14796	7.334035	2.318076	1251	39.49	6.386	2	0	0										
14811	-10.833665	-7.595683	1249	42.67	7.299	1	0	0										
14841	-12.317652	-7.272392	1247	42.10	5.788	1	0	0										
14854	-16.980589	-24.085455	1246	50.56	5.691	1	0	100.00	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
14860	13.275230	-27.285743	1245	54.46	11.602	2	0	98.21	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
14864	-10.819241	6.282802	1245	41.20	5.855	0	0	100.00	Solobacterium moorei	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium				
14867	-13.533511	13.637184	1816	39.26	8.214	3	0	100.00	Firmicutes	Firmicutes								
14868	-8.221168	1.142084	1245	39.68	69.627	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
14871	-1.742789	0.472003	1244	39.23	4.987	2	0	100.00	Eubacterium sp. CAG:146	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
14946	-10.824858	-1.345103	1239	40.68	49.584	1	0	97.33	Ruminococcus sp. 5_1_39BFAA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
14979	13.642327	12.043875	1236	34.63	10.414	2	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
14987	-15.809580	-16.442612	1235	42.75	10.113	1	0	54.84	Blautia obeum									
14990	19.873432	11.351984	1687	41.38	10.494	1	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
15002	11.728233	17.801599	1234	38.25	8.361	2	0	35.14	[Eubacterium] eligens									
15056	-11.117790	-3.671115	1231	41.35	29.273	1	0	99.22	Clostridiales	Firmicutes	Clostridia	Clostridiales						
15095	27.569979	-19.501452	1228	65.88	9.600	1	0	100.00	Actinobacteria	Actinobacteria								
15123	-3.539570	-11.386282	1227	40.99	24.071	1	0	100.00	Blautia obeum	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
15140	25.605438	-24.571661	1225	63.02	7.335	1	0	100.00	Eggerthella	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella				
15145	26.692676	0.828912	1225	41.88	8.877	0	0	100.00	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
15227	-2.517171	9.198334	1218	37.93	67.736	2	0	100.00	Blautia obeum	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
15265	5.807699	27.228199	1215	26.67	11.069	1	0	0										
15278	-8.023800	-8.806675	1214	43.33	4.213	1	0	41.67	Dorea longicatena CAG:42									
15319	-3.375959	1.281235	1212	40.35	7.436	2	0	100.00	Eubacterium sp. CAG:146	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
15324	-24.304352	-2.785735	1981	41.97	6.824	2	0	0										
15352	-14.450636	-15.692800	1210	44.05	8.193	1	0	8.57	Ruminococcus obeum CAG:39									
15367	6.099372	24.898484	1209	28.78	10.208	1	0	4.17	Clostridiales									
15371	3.368348	26.111454	1209	24.90	15.415	2	0	14.93	Peptostreptococcaceae bacterium VA2									
15418	-12.728480	-5.494922	1206	41.79	145.694	0	0	100.00	Ruminococcus sp. 5_1_39BFAA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
15522	-3.082379	10.918848	1420	33.66	107.699	1	0	100.00	Ruminococcus sp. 5_1_39BFAA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
15524	-20.775032	-14.799557	1198	45.08	92.866	2	0	100.00	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
15561	6.579439	20.998686	1196	30.85	7.161	1	0	100.00	Clostridium sp. CAG:221	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
15568	-15.588992	-15.321942	1196	43.14	6.960	3	0	100.00	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
15594	-15.535003	1.619636	1194	38.36	59.036	1	0	100.00	Blautia wexlerae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
15611	32.274742	2.704039	1193	47.95	7.567	1	0	86.30	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
15647	-13.010932	-16.376181	1190	47.73	5.892	1	0	100.00	Blautia sp. CAG:52	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
15661	-4.959764	-37.886117	1189	54.08	28.898	1	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				YP_006989560
15680	-5.081383	7.465547	1187	34.37	9.085	0	0	0										
15683	2.844116	19.286226	1187	29.57	5.073	0	0	42.55	Clostridium sp. JCC									
15712	4.410548	0.725806	1185	42.28	6.631	2	0	100.00	Eubacterium sp. CAG:146	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
15736	12.708646	-26.354007	1866	53.48	10.929	2	0	98.60	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
15740	30.150054	11.933476	1183	43.53	11.213	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus			116542	
15741	-13.886921	-21.924630	1183	47.68	5.294	2	0	100.00	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
15761	0.767946	4.347209	1182	38.07	41.863	1	0	92.86	Eubacterium	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
15763	-2.635318	6.809081	1182	36.97	65.361	1	0	92.67	Clostridiales	Firmicutes	Clostridia	Clostridiales						
15798	11.134865	6.546900	1180	44.49	6.402	1	0	100.00	Solobacterium moorei	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium				
15845	29.917354	-19.452896	1176	68.37	243.026	1	0	24.35	Slackia exigua									
15880	-15.732003	-14.090651	1173	42.54	9.662	1	0	0										
15890	0.210013	8.530241	1173	36.32	4.667	1	0	100.00	Eubacterium sp. CAG:146	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
15902	13.688846	-31.227064	1172	61.86	7.299	1	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
15927	19.259394	9.429465	1170	39.32	8.856	1	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
15929	25.630847	1.062342	1170	45.73	8.347	1	0	0										
15931	8.698730	-22.537554	1170	58.72	7.187	1	0	0										
15943	-0.215761	-4.169538	1169	44.82	154.027	2	0	91.76	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
15951	9.628098	-3.669417	1169	42.09	8.859	1	0	0										
15957	-8.404614	-12.616794	1169	47.82	193.713	2	0	100.00	Ruminococcus sp. 5_1_39BFAA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
15966	29.845402	4.119890	1168	43.49	11.308	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
16002	1.987134	17.380266	1166	30.53	4.670	0	0	0										
16014	20.348986	5.748749	1165	39.83	12.771	1	0	0										
16048	-14.483999	-10.183117	1163	44.45	6.696	1	0	24.56	Blautia sp. KLE 1732									
16055	-12.872350	11.550982	1162	38.30	12.117	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
16060	-18.656968	-15.194731	1162	45.96	7.314	1	0	98.41	Clostridiales	Firmicutes	Clostridia	Clostridiales						
16072	12.904261	12.686298	1162	34.85	5.844	1	0	0										
16085	19.680344	-7.453196	1161	45.13	7.266	2	0	8.20	Candidatus Saccharibacteria oral taxon TM7x									
16102	21.040351	-6.843647	1160	45.95	8.665	0	0	13.70	Candidatus Saccharibacteria oral taxon TM7x									
16112	-12.219341	-7.581850	1160	41.38	3.958	2	0	10.53	Blautia sp. CAG:237									
16115	-7.854128	7.716167	1159	37.10	96.141	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
16118	4.421377	24.482638	1159	26.92	10.915	1	0	0										
16141	5.031217	25.546663	1159	26.66	8.518	1	0	0										
16185	7.974455	1.533036	1157	39.50	9.111	0	0	2.82	Mogibacterium sp. CM50									
16198	30.922470	2.711232	1156	44.29	6.675	1	0	100.00	Streptococcus sp. F0442	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	VFG001330			
16202	-8.013661	-4.093925	1155	43.12	8.047	1	0	100.00	Dorea longicatena	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
16211	-14.432830	-19.964064	1155	48.74	9.938	1	0	0										
16261	27.168135	3.647963	1152	41.67	7.247	1	0	93.85	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
16281	7.038185	6.182207	1150	37.04	4.087	1	0	0										
16326	5.160613	-6.745968	1148	41.81	10.186	0	0	15.56	Prevotella sp. CAG:891									
16368	-11.656212	-7.705227	1146	43.19	6.687	1	0	0										
16379	5.201698	26.004431	1145	27.51	8.923	0	0	73.08	Clostridium sp. JCC									
16391	-19.361317	-17.516598	1145	44.45	10.472	1	0	20.73	Blautia									
16435	16.398521	-18.913465	1143	55.38	5.815	0	0	100.00	Actinomyces sp. S6-Spd3	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces				
16436	4.883662	14.100348	1143	30.71	5.491	2	0	80.65	Firmicutes	Firmicutes								
16461	-13.851883	-9.245886	1141	46.80	4.982	2	0	100.00	Ruminococcus sp. JC304	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
16469	9.764540	24.346619	1141	29.62	9.916	0	0	100.00	Clostridium sp. JCC	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
16480	-6.244439	-6.728934	1140	40.35	67.682	0	0	98.88	Clostridiales	Firmicutes	Clostridia	Clostridiales						
16522	20.685374	1.369432	1762	40.38	5.223	3	0	79.10	Granulicatella adiacens	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella				
16567	15.584179	-28.519067	1134	62.26	6.453	1	0	93.10	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
16571	12.592401	-11.521403	1134	45.24	63.356	1	1	98.44	Dorea longicatena	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
16583	-8.977881	-3.054269	1134	40.92	130.415	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
16603	4.685839	-17.031517	1132	46.11	7.769	1	0	100.00	Peptoclostridium difficile	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium				
16607	-15.074634	1.428551	1874	42.10	8.859	3	0	98.21	Clostridiales	Firmicutes	Clostridia	Clostridiales						
16612	-19.219786	-16.964595	1132	46.91	5.913	2	0	4.26	Blautia sp. CAG:237									
16623	6.770746	-27.283414	1131	60.04	3.804	1	0	6.25	Subdoligranulum variabile									
16633	2.703709	21.868624	1130	26.19	12.217	0	0	100.00	bacterium LF-3									
16659	28.348640	6.104870	1129	42.34	9.332	1	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
16687	8.059252	26.418204	1127	26.71	9.043	0	0	8.43	Peptostreptococcaceae									
16702	26.075783	-21.242093	1126	63.41	5.775	2	0	96.97	Collinsella	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella				
16721	8.524754	13.199519	1125	35.38	5.212	1	0	15.69	Granulicatella adiacens									
16729	-29.021997	-10.610043	1983	44.53	9.428	1	0	20.31	Blautia									
16840	-11.221543	0.247418	1118	40.97	108.941	1	0	98.25	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
16870	-9.778895	-12.293500	1116	47.49	5.887	1	0	13.64	Blautia sp. CAG:237									
16901	-10.374708	0.651469	1114	38.96	253.634	0	0	99.95	Clostridiales	Firmicutes	Clostridia	Clostridiales						
16924	18.864477	7.350742	1113	38.72	6.450	2	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
16927	-3.092115	11.190682	1113	33.15	8.377	1	0	0										
16931	11.947733	24.055746	1112	30.13	5.893	1	0	100.00	Clostridium sp. JCC	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
16932	15.552972	-19.378462	1112	52.70	6.439	2	0	89.06	Actinomyces sp. S6-Spd3	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces				
16935	14.527957	-30.145183	1112	61.87	10.118	0	0	98.92	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
16964	-7.869817	-12.141960	1110	45.59	122.912	1	0	99.39	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
16977	-11.589362	12.088448	1110	36.67	13.045	1	0	100.00	Firmicutes	Firmicutes								
16981	-6.347278	-5.534446	1109	39.86	106.564	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
16986	23.369932	-19.897271	1109	61.77	8.775	1	0	100.00	Atopobium sp. ICM58	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium				
16989	-5.499762	-8.926683	1109	43.28	35.214	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
17038	25.794555	-7.915477	1106	53.25	7.586	0	0	0										
17066	-2.245199	-31.892742	1105	50.05	7.164	1	0	0										
17067	-1.446264	10.359329	1105	37.01	53.203	1	0	94.35	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
17081	-3.207518	9.996029	1104	32.79	5.857	1	0	100.00	Eubacterium sp. CAG:146	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
17111	7.936665	-10.831053	1103	45.06	6.562	2	0	100.00	Prevotella sp. CAG:891	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
17179	3.089234	-16.711073	1098	51.18	15.983	3	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
17241	-9.848489	-13.984813	1095	46.85	52.987	2	0	99.52	Clostridiales	Firmicutes	Clostridia	Clostridiales						
17244	-7.205753	-13.652555	1095	44.66	8.501	3	0	2.38	Blautia sp. CAG:52									
17254	-18.661210	32.454276	1094	39.03	8.941	1	0	100.00	Firmicutes bacterium CAG:41	Firmicutes								
17255	27.907908	1.509753	1094	46.16	14.226	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
17278	5.258053	-26.346396	1093	57.64	4.924	1	0	0										
17296	-2.975728	-2.378148	1092	41.67	7.908	0	0	96.55	Eubacterium	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
17300	-15.181464	-1.909198	1669	43.62	7.188	2	0	80.43	Blautia sp. KLE 1732	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
17313	-9.734144	-18.022748	1091	50.87	8.790	0	0	97.10	Clostridiales	Firmicutes	Clostridia	Clostridiales						
17328	-7.330836	-25.321978	1090	58.62	16.702	1	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
17364	5.731112	26.044083	1088	27.67	3.835	2	0	100.00	Clostridium sp. JCC	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
17369	1.615680	6.191295	1088	37.78	5.100	1	0	0										
17376	7.140890	9.131057	1087	36.52	6.159	0	0	38.46	Solobacterium moorei									
17390	-5.114866	-10.548237	1087	42.87	11.242	1	0	93.33	Clostridiales	Firmicutes	Clostridia	Clostridiales						
17394	13.863991	8.351829	1086	37.11	4.886	0	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
17404	-7.328796	11.359252	1085	33.73	9.156	2	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
17453	7.922116	-1.071822	1659	42.83	5.709	3	0	0										
17466	-16.960263	-23.448706	1081	48.01	10.017	2	0	100.00	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
17479	5.389184	9.215765	1081	34.60	5.297	1	0	0										
17508	19.852880	7.043082	1079	44.11	7.544	1	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
17519	-3.428357	2.812251	1078	36.46	4.006	1	0	100.00	Eubacterium sp. CAG:146	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
17533	0.188636	3.961250	1078	39.05	40.852	2	0	99.67	Eubacterium hallii CAG:12	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
17550	0.699276	2.857637	1077	42.34	34.474	2	0	96.89	Eubacterium	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
17553	-6.734190	1.447748	1077	36.03	6.181	1	0	0										
17589	-19.423369	-14.028261	1076	44.42	10.030	1	0	70.27	Clostridiales									
17620	-14.053520	-13.649959	1074	46.93	3.921	1	0	0										
17621	0.918078	15.328834	1074	32.59	5.328	1	0	100.00	Firmicutes	Firmicutes								
